Year,Country,Code,Earths,HDI,Population,BiocapPerCap,BiocapTotGHA,EFConsPerCap,EFConsTotGHA,DeRe,Percentage,Region,Income,id
2014,Cuba,CU,1.1134467780694748,0.7680000066757202,11439767.0,0.7912871160902719,9052166.19610122,1.85500941032534,21220936.2899334,-1.063722294235068,-1.344293711606087,Central America/Caribbean,UM,CUB
2015,Cuba,CU,1.1286550966599025,0.7720000147819519,11461432.0,0.792037018739275,9077853.39596779,1.85714168305475,21285444.411609694,-1.065104664315475,-1.3447662661157622,Central America/Caribbean,UM,CUB
2016,Cuba,CU,1.0904886228254895,0.7739999890327454,11475982.0,0.810449361499746,9300716.87257108,1.77722460794374,20395429.6007623,-0.966775246443994,-1.1928879117813913,Central America/Caribbean,UM,CUB
1990,Cyprus,CY,2.1091824853555625,0.7319999933242798,766614.0,0.619844516581049,475181.492708701,4.3628928374874105,3344654.7893665,-3.7430483209063614,-6.038689091826353,EU-28,HI,CYP
1991,Cyprus,CY,2.389640453747982,0.7350000143051147,783129.0,0.4671883611650711,365868.767321761,4.8258423329129405,3779257.21700114,-4.358653971747868,-9.329543143751028,EU-28,HI,CYP
1992,Cyprus,CY,2.5532827720591342,0.7400000095367432,800609.0,0.691273893673957,553440.1068160629,5.1597650855143895,4130954.41069809,-4.4684911918404335,-6.464139949060511,EU-28,HI,CYP
1993,Cyprus,CY,2.576420185085438,0.7770000100135803,818751.0,0.719921227645117,589436.208182514,5.10497214198053,4179700.92657092,-4.385050914335412,-6.091014886002236,EU-28,HI,CYP
1994,Cyprus,CY,2.636835926377695,0.781000018119812,837110.0,0.592929019173414,496346.802554773,5.18755235007612,4342551.87178268,-4.5946233309027065,-7.749027594075162,EU-28,HI,CYP
1995,Cyprus,CY,2.602040858522111,0.7860000133514404,855384.0,0.613615529093553,524876.888659993,5.02311342664584,4296690.71553457,-4.409497897552287,-7.1860924120778025,EU-28,HI,CYP
1996,Cyprus,CY,2.545885113330189,0.7889999747276306,873423.0,0.565614734315823,494020.90317665896,4.9266407054445995,4303041.17496988,-4.361025971128777,-7.710241099719488,EU-28,HI,CYP
1997,Cyprus,CY,2.5369406345382464,0.7919999957084656,891192.0,0.372590085253417,332049.30944274104,4.86153550828903,4332561.63341221,-4.488945423035613,-12.047946525422056,EU-28,HI,CYP
1998,Cyprus,CY,2.7247516757454893,0.8000000119209291,908704.0,0.42747299051272497,388446.407604339,5.187310711864249,4713729.88673349,-4.759837721351525,-11.134826824128515,EU-28,HI,CYP
1999,Cyprus,CY,2.6568381235556826,0.7990000247955322,926050.0,0.5171688086871931,478924.168971679,5.00914221071717,4638716.08308788,-4.491973402029977,-8.685700542212949,EU-28,HI,CYP
2000,Cyprus,CY,2.8651728814320165,0.8019999861717224,943286.0,0.393528973717105,371210.375729075,5.3270838475000195,5024963.67139744,-4.9335548737829145,-12.536700480228136,EU-28,HI,CYP
2001,Cyprus,CY,2.940357731577605,0.8069999814033508,960282.0,0.47815180775912397,459160.565853535,5.42730130506735,5211739.656430901,-4.949149497308227,-10.350582005540453,EU-28,HI,CYP
2002,Cyprus,CY,3.1150711671259548,0.8159999847412109,976966.0,0.511790897687916,500002.30789985706,5.66880200465268,5538226.8386533,-5.157011106964765,-10.076402550850855,EU-28,HI,CYP
2003,Cyprus,CY,3.0507577362516005,0.8240000009536743,993563.0,0.51268935964234,509389.172226244,5.471365645185942,5436146.40041031,-4.9586762855436,-9.67189233067534,EU-28,HI,CYP
2004,Cyprus,CY,3.0636762335225107,0.8280000090599059,1010410.0,0.45196072206306703,456665.62104212603,5.545634079283039,5603363.98111778,-5.0936733572199735,-11.270168199503846,EU-28,HI,CYP
2005,Cyprus,CY,3.1187373633144886,0.8309999704360962,1027658.0,0.37246550854287996,382767.917239931,5.53332362218743,5686375.5427044025,-5.16085811364455,-13.855935637730086,EU-28,HI,CYP
2006,Cyprus,CY,3.1234024783420624,0.8370000123977661,1045509.0,0.356343013576755,372560.187604546,5.486810087283,5736514.86793738,-5.130467073706245,-14.397552016552053,EU-28,HI,CYP
2007,Cyprus,CY,3.2153752908118483,0.8460000157356262,1063712.0,0.335030096826319,356374.85120801104,5.59904194587467,5955756.68953377,-5.264011849048352,-15.712056614953122,EU-28,HI,CYP
2008,Cyprus,CY,3.2437380193965413,0.8519999980926514,1081563.0,0.25211764859964697,272680.37879195303,5.6671223955267,6129333.23016381,-5.415004746927052,-21.47808682574963,EU-28,HI,CYP
2009,Cyprus,CY,3.045864463813884,0.8560000061988831,1098076.0,0.29607631058595696,325115.462117061,5.23486044229916,5748295.32443228,-4.938784131713203,-16.68078112003957,EU-28,HI,CYP
2010,Cyprus,CY,3.017333195927109,0.8500000238418579,1112607.0,0.317047592486697,352750.317232372,5.13187437322144,5709774.67121597,-4.8148267807347445,-15.186448012333573,EU-28,HI,CYP
2011,Cyprus,CY,2.751629494790508,0.8529999852180481,1124835.0,0.317230030903353,356829.841720245,4.6563812801765705,5237637.15075489,-4.3391512492732165,-13.678248673106165,EU-28,HI,CYP
2012,Cyprus,CY,2.428666339830425,0.8519999980926514,1135062.0,0.325138182682612,369051.364686791,4.04725000137742,4593871.823707,-3.722111818694808,-11.44778440964652,EU-28,HI,CYP
2013,Cyprus,CY,1.9629616981382705,0.8529999852180481,1143896.0,0.274789040940632,314331.190640705,3.2866810523306,3759634.53600222,-3.0118920113899685,-10.960742834139028,EU-28,HI,CYP
2014,Cyprus,CY,2.047178770948403,0.8560000061988831,1152309.0,0.244042454672327,281212.575242832,3.41061284609564,3930083.48852506,-3.166570391423313,-12.975489841204192,EU-28,HI,CYP
2015,Cyprus,CY,2.11396096190078,0.8600000143051147,1160985.0,0.31234181771608194,362622.597431591,3.4784098617147796,4038364.21331593,-3.166068043998698,-10.136548692550182,EU-28,HI,CYP
2016,Cyprus,CY,2.299620981189668,0.8669999837875366,1170125.0,0.274556250413019,321263.758392675,3.7478089281891,4385386.16475278,-3.473252677776081,-12.650422900776125,EU-28,HI,CYP
1990,Germany,DE,3.3355526678939578,0.8009999990463257,79118328.0,1.60326260071918,126847406.41228501,6.89966797318787,545889979.041608,-5.296405372468692,-3.3035170720584803,EU-28,HI,DEU
1991,Germany,DE,3.152069536968661,0.8090000152587891,79564456.0,1.63612154517243,130177192.680872,6.36555620069566,506472296.33025,-4.729434655523232,-2.8906377215543584,EU-28,HI,DEU
1992,Germany,DE,3.0517982304914133,0.8140000104904175,80046160.0,1.5558722373012799,124541665.143567,6.1671829419133,493659578.47742695,-4.61131070461202,-2.96381064849548,EU-28,HI,DEU
1993,Germany,DE,2.9622277717280485,0.8240000009536743,80520088.0,1.5578694593203997,125439807.085595,5.8694192587112,472606234.8243191,-4.3115497993908,-2.7675937631331813,EU-28,HI,DEU
1994,Germany,DE,3.0159006130128265,0.8289999961853027,80931040.0,1.5957615106594198,129146574.819177,5.93330140723732,480188016.18912303,-4.3375398965779,-2.7181630009270545,EU-28,HI,DEU
1995,Germany,DE,3.0318028946089424,0.8339999914169312,81240600.0,1.6222463947673702,131792272.993498,5.85274815227291,475480780.68446106,-4.23050175750554,-2.6078046905520744,EU-28,HI,DEU
1996,Germany,DE,2.993579394589737,0.8389999866485596,81426336.0,1.63273041580277,132947191.553998,5.7929912167459285,471701822.60902196,-4.16026080094316,-2.54803901530656,EU-28,HI,DEU
1997,Germany,DE,2.9804222379892487,0.843999981880188,81499864.0,1.68135820522103,137030522.962572,5.711378635517911,465476778.732817,-4.03002043029688,-2.396883910747084,EU-28,HI,DEU
1998,Germany,DE,3.0225636299151333,0.8500000238418579,81499232.0,1.72365768608237,140476727.875994,5.754277292245472,468969013.878289,-4.0306196061631,-2.3384107173415205,EU-28,HI,DEU
1999,Germany,DE,2.8524418919792094,0.8550000190734863,81481608.0,1.74163559642504,141911257.734972,5.377929109812981,438202276.957152,-3.63629351338794,-2.0878612729620136,EU-28,HI,DEU
2000,Germany,DE,2.9640886001056783,0.8679999709129333,81487760.0,1.7392674497151799,141729072.65368998,5.51099328299173,449078701.2239201,-3.7717258332765495,-2.168571506293757,EU-28,HI,DEU
2001,Germany,DE,2.9490790778979123,0.8769999742507935,81535856.0,1.81340128400118,147857302.918752,5.443399133490679,443832438.903072,-3.6299978494895018,-2.001762037732812,EU-28,HI,DEU
2002,Germany,DE,2.875238111220686,0.8830000162124634,81611864.0,1.68990953305222,137916725.180021,5.23235415638341,427022355.999794,-3.54244462333119,-2.0962332918100204,EU-28,HI,DEU
2003,Germany,DE,2.953706330256189,0.8889999985694885,81686496.0,1.6323869563385298,133343977.10894799,5.29730930427415,432718656.48359,-3.66492234793562,-2.245130870290767,EU-28,HI,DEU
2004,Germany,DE,2.9717736236559804,0.8970000147819519,81715656.0,1.80143241184292,147205316.16590902,5.37927895347887,439571561.98904,-3.5778465416359504,-1.9861120062648951,EU-28,HI,DEU
2005,Germany,DE,2.9352488551062232,0.902999997138977,81671232.0,1.7248710066676998,140872290.349981,5.20777479309664,425325232.95625097,-3.48290378642894,-2.019225653956353,EU-28,HI,DEU
2006,Germany,DE,3.1027453163094,0.9110000133514404,81540352.0,1.68911342811734,137730981.93481898,5.450522120618,444437745.40759903,-3.76140869250066,-2.226853821589157,EU-28,HI,DEU
2007,Germany,DE,3.1177206226393595,0.915000021457672,81344456.0,1.6645249766764,135399951.965254,5.42899256318809,441618685.556254,-3.7644675865116897,-2.261586722494425,EU-28,HI,DEU
2008,Germany,DE,3.0587478811296767,0.9169999957084656,81130944.0,1.74852649623001,141859525.580915,5.3439268263238695,433557584.603914,-3.5954003300938604,-2.056245837764476,EU-28,HI,DEU
2009,Germany,DE,2.933893447275932,0.9169999957084656,80965608.0,1.77569889044911,143770528.859076,5.04241831228245,408262431.983715,-3.26671942183334,-1.8396809500777016,EU-28,HI,DEU
2010,Germany,DE,3.170316213111372,0.9210000038146972,80894784.0,1.70474190369311,137904750.023555,5.39206758837108,436190212.29755,-3.6873256846779694,-2.162981784333359,EU-28,HI,DEU
2011,Germany,DE,3.1336000431267186,0.9259999990463256,80933976.0,1.600632444418,129545586.25652601,5.3027620935160185,429173747.276626,-3.70212964909802,-2.3129167861170887,EU-28,HI,DEU
2012,Germany,DE,3.0733622928484983,0.9279999732971193,81066224.0,1.6617534622383299,134712043.713485,5.121603301354639,415188933.553286,-3.45984983911631,-2.0820476188182573,EU-28,HI,DEU
2013,Germany,DE,3.073691441077003,0.9279999732971193,81265144.0,1.6881218380777099,137185392.621259,5.14642920933189,418225092.380573,-3.45830737125418,-2.0486124243213437,EU-28,HI,DEU
2014,Germany,DE,3.0180305015678437,0.9300000071525574,81489656.0,1.75687530052049,143167246.66706002,5.02805800090782,409734953.78925896,-3.27118270038733,-1.8619322039636008,EU-28,HI,DEU
2015,Germany,DE,3.0023520352792263,0.9330000281333924,81707792.0,1.67949388296069,137227745.04175702,4.94020992632922,403653669.180367,-3.2607160433685296,-1.9414872995073893,EU-28,HI,DEU
2016,Germany,DE,2.970265878591844,0.9340000152587892,81914672.0,1.6179413919421002,132533188.79458602,4.84079292628606,396532115.446323,-3.22285153434396,-1.9919457839417791,EU-28,HI,DEU
1990,Denmark,DK,4.263792638874603,0.7990000247955322,5141115.0,5.1615096158866605,26535940.92129169,8.8197538590605,45343413.993458,-3.65824424317384,-0.7087547084895658,EU-28,HI,DNK
1991,Denmark,DK,4.399848524361572,0.8040000200271606,5154908.0,5.0808516499688094,26191333.7728238,8.88542677370823,45803576.7184042,-3.80457512373942,-0.7488065753234058,EU-28,HI,DNK
1992,Denmark,DK,4.05917863000472,0.8090000152587891,5171650.0,4.35744670804889,22535188.8421491,8.202933259160151,42422698.9886679,-3.845486551111259,-0.8825091409627661,EU-28,HI,DNK
1993,Denmark,DK,4.169235171942882,0.8149999976158142,5190742.0,4.664363713101411,24211500.3933542,8.26100863878615,42880749.91786671,-3.59664492568474,-0.7710901522499997,EU-28,HI,DNK
1994,Denmark,DK,4.158698068356308,0.8240000009536743,5211334.0,4.61623278848372,24056712.778252106,8.18157236176425,42636874.1352182,-3.5653395732805286,-0.7723483057819591,EU-28,HI,DNK
1995,Denmark,DK,4.438188369947788,0.8309999704360962,5232704.0,4.81063749189719,25172623.7434281,8.56770696665012,44832241.9177704,-3.7570694747529285,-0.7809920163556615,EU-28,HI,DNK
1996,Denmark,DK,4.179949633278177,0.8370000123977661,5254860.0,4.760571636903,25016136.8210367,8.08878213010929,42505416.5583379,-3.3282104932062904,-0.6991199265665214,EU-28,HI,DNK
1997,Denmark,DK,4.349191177728157,0.8429999947547913,5277711.0,4.79171135941506,25289262.771522198,8.33434848849399,43986274.03564911,-3.5426371290789307,-0.7393260702396298,EU-28,HI,DNK
1998,Denmark,DK,4.551395905577083,0.8489999771118164,5300379.0,4.83013768884177,25601564.637151398,8.664828044733861,45926880.2563369,-3.834690355892089,-0.7939091187298263,EU-28,HI,DNK
1999,Denmark,DK,4.533169371784056,0.8610000014305115,5321774.0,4.662469663916459,24812591.2744045,8.5467344988803,45483755.42103461,-3.8842648349638393,-0.8330917121080138,EU-28,HI,DNK
2000,Denmark,DK,4.749910085993556,0.8629999756813049,5341194.0,4.7454532606477695,25346367.223185398,8.83128884129573,47169591.128782004,-4.085835580647959,-0.8610000681136685,EU-28,HI,DNK
2001,Denmark,DK,4.545518771793565,0.8759999871253967,5358062.0,4.7028255312797,25198021.6416847,8.39010155037397,44954668.004604295,-3.68727601909427,-0.7840554565695135,EU-28,HI,DNK
2002,Denmark,DK,4.4521144951462785,0.8830000162124634,5372801.0,4.5413895372908,24399976.818965804,8.101951519237309,43530163.54014579,-3.5605619819465093,-0.7840247908067782,EU-28,HI,DNK
2003,Denmark,DK,4.706230166225653,0.8939999938011169,5386968.0,4.68609070692304,25243831.0622505,8.44036409179531,45467989.964938,-3.7542733848722696,-0.8011525212958124,EU-28,HI,DNK
2004,Denmark,DK,4.672368398854865,0.8980000019073486,5402761.0,4.52973386051156,24473063.8505611,8.45756648177631,45694199.9028396,-3.927832621264749,-0.8671221626299176,EU-28,HI,DNK
2005,Denmark,DK,4.785933815538396,0.902999997138977,5421702.0,4.57424616939265,24800191.3500036,8.49129553108631,46037258.63934679,-3.917049361693661,-0.8563267512587217,EU-28,HI,DNK
2006,Denmark,DK,4.722332444737474,0.9049999713897704,5444303.0,4.40063483916825,23958375.3953847,8.295613989216971,45163809.6212568,-3.89497915004872,-0.8850948311777892,EU-28,HI,DNK
2007,Denmark,DK,4.716052057590104,0.9039999842643738,5469957.0,4.39196551940017,24023875.540937,8.212221249827559,44920521.4269169,-3.820255730427391,-0.8698282610718538,EU-28,HI,DNK
2008,Denmark,DK,4.66187932709206,0.9089999794960022,5497795.0,4.4346181246882805,24380599.3529573,8.144751697525,44778134.7532904,-3.710133572836721,-0.8366297770222358,EU-28,HI,DNK
2009,Denmark,DK,4.206969715280308,0.906000018119812,5526447.0,4.654656869143481,25723729.3635906,7.23042656891418,39958592.3239685,-2.5757696997707,-0.5533747754524979,EU-28,HI,DNK
2010,Denmark,DK,4.259860869195888,0.9100000262260436,5554844.0,4.4022611378887495,24453855.5713366,7.245162999440677,40245720.1037564,-2.8429018615519297,-0.6457821952187364,EU-28,HI,DNK
2011,Denmark,DK,4.153580960982676,0.9219999909400941,5582873.0,4.23083882981702,23620223.673622,7.02880117727842,39240884.05228,-2.7979623474614,-0.6613256755947874,EU-28,HI,DNK
2012,Denmark,DK,4.1073801519449775,0.9240000247955322,5610660.0,4.33968340155977,24348488.751870897,6.8447419281059405,38403520.8158378,-2.5050585265461693,-0.5772445348538101,EU-28,HI,DNK
2013,Denmark,DK,4.155041187696821,0.930999994277954,5637817.0,4.26122620058545,24024025.549141,6.9569850273738885,39222228.10412151,-2.6957588267884396,-0.6326251411901272,EU-28,HI,DNK
2014,Denmark,DK,4.2363561922662045,0.9279999732971193,5663914.0,4.36907303367138,24746037.1288094,7.05779634637687,39974724.40698811,-2.6887233127054904,-0.6153990313240717,EU-28,HI,DNK
2015,Denmark,DK,4.390002093626418,0.9259999990463256,5688695.0,4.44346908479454,25277517.8876203,7.22351398660094,41092331.3571841,-2.7800449018064004,-0.6256474049340541,EU-28,HI,DNK
2016,Denmark,DK,4.175228054115447,0.9279999732971193,5711870.0,4.172671754733569,23833759.104695,6.804580888083692,38866882.2346304,-2.63190913335012,-0.6307491430075765,EU-28,HI,DNK
1990,Dominican Republic,DO,0.5496929463361174,0.5979999899864197,7183647.0,0.6488236834624399,4660922.19034327,1.13705259504035,8168187.76332132,-0.4882289115779101,-0.7524831846033766,Central America/Caribbean,UM,DOM
1991,Dominican Republic,DO,0.5710064976830243,0.6029999852180481,7325622.0,0.626663056530844,4590695.49362056,1.1531388852097602,8447457.41540378,-0.5264758286789161,-0.8401258430542301,Central America/Caribbean,UM,DOM
1992,Dominican Republic,DO,0.6061404131437584,0.6119999885559082,7468551.0,0.627301502694199,4685032.51542693,1.22491021162383,9148302.92178285,-0.5976087089296309,-0.952665833515398,Central America/Caribbean,UM,DOM
1993,Dominican Republic,DO,0.6137951602137279,0.6179999709129333,7611465.0,0.610547502921962,4647157.87274089,1.21618640154756,9256954.1004159,-0.605638898625598,-0.9919603236883742,Central America/Caribbean,UM,DOM
1994,Dominican Republic,DO,0.6369940593711566,0.6230000257492065,7753052.0,0.5822728491444971,4514390.39933458,1.2531837861503898,9715996.30845081,-0.6709109370058931,-1.1522277536924956,Central America/Caribbean,UM,DOM
1995,Dominican Republic,DO,0.6811773621576996,0.6290000081062317,7892423.0,0.5975698313422572,4716272.04159711,1.3149797946389399,10378372.7280715,-0.7174099632966829,-1.20054582020187,Central America/Caribbean,UM,DOM
1996,Dominican Republic,DO,0.718452566453048,0.6349999904632568,8029113.0,0.592449319766065,4756840.67682798,1.39030533635854,11162914.2891289,-0.7978560165924751,-1.3467076254007977,Central America/Caribbean,UM,DOM
1997,Dominican Republic,DO,0.7800974153133018,0.640999972820282,8163472.0,0.5791973077988001,4728259.97073319,1.49489949935718,12203567.5371872,-0.91570219155838,-1.5809848893090406,Central America/Caribbean,UM,DOM
1998,Dominican Republic,DO,0.8271540206692821,0.6460000276565552,8296375.0,0.5857872136041751,4859913.25455447,1.57471411063741,13064426.4686732,-0.9889268970332352,-1.6882015757029951,Central America/Caribbean,UM,DOM
1999,Dominican Republic,DO,0.8674927134553273,0.6510000228881836,8429112.0,0.547746663904373,4617017.07475018,1.63555104465422,13786240.2410038,-1.087804380749847,-1.9859625853234928,Central America/Caribbean,UM,DOM
2000,Dominican Republic,DO,0.8902088895204029,0.6570000052452087,8562622.0,0.5561297827917759,4761928.06589998,1.65512434764317,14172201.0355763,-1.098994564851394,-1.9761476526835733,Central America/Caribbean,UM,DOM
2001,Dominican Republic,DO,0.9190999417959466,0.6600000262260437,8697126.0,0.577699763773589,5024329.878808999,1.6964712354643,14754430.6772884,-1.118771471690711,-1.9365967269621,Central America/Caribbean,UM,DOM
2002,Dominican Republic,DO,0.8949598628887697,0.6639999747276306,8832285.0,0.576669756994781,5093314.55053359,1.62864666411726,14384679.7086352,-1.051976907122479,-1.8242276352494755,Central America/Caribbean,UM,DOM
2003,Dominican Republic,DO,0.8090135579138938,0.6660000085830688,8967760.0,0.566369319662252,5079063.99735155,1.45092117104597,13011512.5007996,-0.884551851383718,-1.5617933752329851,Central America/Caribbean,UM,DOM
2004,Dominican Republic,DO,0.7517578745072928,0.6679999828338623,9102998.0,0.5555326615094051,5057013.81772012,1.3607750200952802,12387135.0079273,-0.805242358585875,-1.4494959781446488,Central America/Caribbean,UM,DOM
2005,Dominican Republic,DO,0.8256383717114749,0.675000011920929,9237566.0,0.52874806120442,4884347.39297388,1.4648634281663897,13531778.9158968,-0.9361153669619701,-1.770437445821777,Central America/Caribbean,UM,DOM
2006,Dominican Republic,DO,0.9189670907601468,0.6819999814033508,9371338.0,0.549325760507553,5147918.3866427,1.6143285850692999,15128421.790164499,-1.065002824561747,-1.938745460576491,Central America/Caribbean,UM,DOM
2007,Dominican Republic,DO,0.9199424102666268,0.6909999847412109,9504353.0,0.543583273813545,5166405.47613255,1.6019268909575302,15225273.2203195,-1.058343617143985,-1.9469760534004368,Central America/Caribbean,UM,DOM
2008,Dominican Republic,DO,0.8949719615405273,0.6949999928474426,9636520.0,0.5259001520264629,5067847.08649035,1.56360212085141,15067682.3766885,-1.037701968824947,-1.9731919924844028,Central America/Caribbean,UM,DOM
2009,Dominican Republic,DO,0.842656491458657,0.6959999799728394,9767758.0,0.5548266896083279,5419413.81565113,1.44825522802812,14146209.146689098,-0.8934285384197921,-1.6102839952607455,Central America/Caribbean,UM,DOM
2010,Dominican Republic,DO,0.9764128783538916,0.703000009059906,9897985.0,0.559764241259209,5540540.99353598,1.6606811057100002,16437405.366728602,-1.100916864450791,-1.966750969969501,Central America/Caribbean,UM,DOM
2011,Dominican Republic,DO,1.000021576261535,0.7059999704360962,10027095.0,0.574573902123652,5761309.74954114,1.69226335024127,16968493.1781639,-1.117689448117618,-1.945249242937393,Central America/Caribbean,UM,DOM
2012,Dominican Republic,DO,0.9402526258486252,0.7099999785423279,10154950.0,0.574016504700843,5829137.60523706,1.5668835932097098,15911702.889044598,-0.9928670885088672,-1.7296838686307707,Central America/Caribbean,UM,DOM
2013,Dominican Republic,DO,0.9388099685320694,0.7129999995231628,10281296.0,0.594809077098756,6115410.44820179,1.5718946213978002,16161119.8639665,-0.977085544299044,-1.6426876823482282,Central America/Caribbean,UM,DOM
2014,Dominican Republic,DO,0.9828036446543302,0.7179999947547913,10405844.0,0.5962434555809351,6204390.03363029,1.6373571195713401,17038010.3950392,-1.041113663990405,-1.7461217464869647,Central America/Caribbean,UM,DOM
2015,Dominican Republic,DO,1.0188210331367122,0.7289999723434448,10528394.0,0.600218273254893,6319338.30259708,1.67641559747569,17649974.6313129,-1.076197324220797,-1.7930099301788025,Central America/Caribbean,UM,DOM
2016,Dominican Republic,DO,1.0550416458019671,0.7329999804496765,10648791.0,0.613880179869054,6537087.13949111,1.7194548719512701,18310130.70460369,-1.1055746920822158,-1.8009616995910254,Central America/Caribbean,UM,DOM
1990,Algeria,DZ,0.672162613946366,0.5770000219345093,25912368.0,0.5744600970653679,14885640.043595098,1.3903839399268705,36028185.3480799,-0.815923842861502,-1.4203316244760125,Africa,UM,DZA
1991,Algeria,DZ,0.7363427789015721,0.5809999704360962,26554328.0,0.6771450243812479,17981112.6499465,1.48703297535183,39487120.8991297,-0.8098879509705821,-1.1960332304156411,Africa,UM,DZA
1992,Algeria,DZ,0.7342961368563484,0.5870000123977661,27181094.0,0.6600374436005351,17940543.500423398,1.48389187865939,40333812.963383295,-0.8238544350588549,-1.2481934821223029,Africa,UM,DZA
1993,Algeria,DZ,0.7218923554427378,0.5910000205039978,27786260.0,0.5503875888272071,15293235.089419698,1.43037241571746,39744758.172328494,-0.8799848268902529,-1.5988456948409178,Africa,UM,DZA
1994,Algeria,DZ,0.7308133197289324,0.5950000286102295,28362254.0,0.518889808027289,14716908.807595098,1.43775815412025,40778129.21785329,-0.918868346092961,-1.7708352175701951,Africa,UM,DZA
1995,Algeria,DZ,0.7526220010969498,0.6000000238418579,28904300.0,0.562150213596712,16248558.858043302,1.45290019813385,41995064.3319986,-0.8907499845371379,-1.5845408629092232,Africa,UM,DZA
1996,Algeria,DZ,0.7425770742329613,0.6079999804496765,29411414.0,0.685933967796011,20174278.5683785,1.4369896040048,42263876.6005509,-0.751055636208789,-1.0949386842905908,Africa,UM,DZA
1997,Algeria,DZ,0.6485439893734551,0.6169999837875366,29886840.0,0.48822089596013,14591360.6548038,1.24280386781709,37143431.6076163,-0.7545829718569601,-1.5455769675179618,Africa,UM,DZA
1998,Algeria,DZ,0.7304893050901561,0.6269999742507935,30335732.0,0.5745332381410551,17428867.5034215,1.3906863626975101,42187443.2064093,-0.8161531245564551,-1.420549883584071,Africa,UM,DZA
1999,Algeria,DZ,0.7850172046365154,0.6359999775886536,30765612.0,0.540987446250354,16643803.1650367,1.4800535949180702,45534736.301665395,-0.939066148667716,-1.7358372272341829,Africa,UM,DZA
2000,Algeria,DZ,0.7712198203162809,0.6439999938011169,31183660.0,0.47505762657769396,14814054.1387721,1.43389345693701,44714102.2728574,-0.958835830359316,-2.018356882862298,Africa,UM,DZA
2001,Algeria,DZ,0.8241787248451479,0.652999997138977,31592152.0,0.5489508323932899,17342564.0582674,1.5212660081876699,48060138.795377396,-0.97231517579438,-1.7712245221586171,Africa,UM,DZA
2002,Algeria,DZ,0.8856428051092511,0.6639999747276306,31995048.0,0.51700855050032,16541688.5732577,1.61169149584522,51566069.409567796,-1.0946829453448998,-2.1173401180416693,Africa,UM,DZA
2003,Algeria,DZ,0.9845867249811524,0.6740000247955322,32403514.0,0.615955290824802,19959107.266241506,1.76580195724979,57218163.72174361,-1.149846666424988,-1.8667696885682603,Africa,UM,DZA
2004,Algeria,DZ,0.9971475140775304,0.6840000152587891,32831098.0,0.6238024196237789,20480120.593601506,1.80496071211243,59258848.45568559,-1.1811582924886508,-1.893481421891596,Africa,UM,DZA
2005,Algeria,DZ,1.0428962709876588,0.6919999718666077,33288438.0,0.593313369908217,19750451.855800506,1.85032655831407,61594407.7126469,-1.2570131884058529,-2.118632837484021,Africa,UM,DZA
2006,Algeria,DZ,1.0718762444346,0.6980000138282776,33777912.0,0.605034027959187,20436777.947637,1.88294061718379,63601776.9310777,-1.2779065892246029,-2.1121235007806947,Africa,UM,DZA
2007,Algeria,DZ,1.0878646602811428,0.7070000171661377,34300072.0,0.574455106940693,19703868.5111626,1.89433559490062,64975903.2985501,-1.319880487959927,-2.297621645299764,Africa,UM,DZA
2008,Algeria,DZ,1.1407768139131922,0.7089999914169312,34860716.0,0.49762441933791995,17347535.2064443,1.99304684649834,69479006.6446569,-1.4954224271604195,-3.0051226769579578,Africa,UM,DZA
2009,Algeria,DZ,1.2805602556911195,0.718999981880188,35465760.0,0.644552535201877,22859571.806519397,2.20087082210614,78055646.12208241,-1.556318286904263,-2.4145716631411847,Africa,UM,DZA
2010,Algeria,DZ,1.245269066751047,0.7289999723434448,36117636.0,0.6093393266205551,22007875.015243202,2.11795118286945,76495316.95170441,-1.5086118562488948,-2.475815675012768,Africa,UM,DZA
2011,Algeria,DZ,1.3551775465375062,0.7360000014305115,36819560.0,0.6054207147387479,22291349.4943647,2.2932678149291603,84437207.22179659,-1.6878471001904118,-2.787891228529824,Africa,UM,DZA
2012,Algeria,DZ,1.4330215727291091,0.7400000095367432,37565848.0,0.620987057144835,23327876.0764376,2.3880581976553903,89709318.5071535,-1.7670711405105548,-2.8455844935563843,Africa,UM,DZA
2013,Algeria,DZ,1.4637113569401994,0.7450000047683716,38338560.0,0.617563421211333,23676517.945395604,2.45076222704657,93958796.5471638,-1.8331988058352369,-2.968438127762603,Africa,UM,DZA
2014,Algeria,DZ,1.4929442623761473,0.746999979019165,39113312.0,0.537009595176095,21004217.8185399,2.4872546316050097,97284738.5255241,-1.9502450364289152,-3.6316763312011116,Africa,UM,DZA
2015,Algeria,DZ,1.5650766351566432,0.7490000128746033,39871528.0,0.5440293974367639,21691268.1198999,2.57525001652503,102679081.033878,-2.031220619088266,-3.733659667397601,Africa,UM,DZA
2016,Algeria,DZ,1.4771068894901522,0.753000020980835,40606052.0,0.530159022531729,21527691.113199104,2.40731600276882,97751718.1014622,-1.8771569802370909,-3.5407432495874334,Africa,UM,DZA
1990,Ecuador,EC,0.8881179058652554,0.6430000066757202,10218091.0,3.5306323531275696,36076353.068339504,1.8370924646146205,18771593.795064397,1.69353988851295,0.4796704157012404,South America,UM,ECU
1991,Ecuador,EC,0.8868140611388302,0.6460000276565552,10460990.0,3.3534981043316696,35080943.6694136,1.79090742749769,18734682.5990534,1.56259067683398,0.4659584196023853,South America,UM,ECU
