Year,Country,Code,Earths,HDI,Population,BiocapPerCap,BiocapTotGHA,EFConsPerCap,EFConsTotGHA,DeRe,Percentage,Region,Income,id
2008,Libyan Arab Jamahiriya,LY,1.903714601373306,0.7570000290870667,6053078.0,0.680224595318643,4117453.94657392,3.32597256240223,20132378.2578673,-2.6457479670835866,-3.889521174758784,Africa,UM,LBY
2009,Libyan Arab Jamahiriya,LY,2.3315521413229185,0.7549999952316284,6121053.0,0.674254601316724,4127145.99569938,4.00718752222031,24528194.4002328,-3.3329329209035863,-4.943137079665217,Africa,UM,LBY
2010,Libyan Arab Jamahiriya,LY,2.5501131408604314,0.7549999952316284,6169140.0,0.674632179068201,4161900.45341167,4.3372274212413595,26756963.7664572,-3.6625952421731593,-5.429025409419278,Africa,UM,LBY
2011,Libyan Arab Jamahiriya,LY,1.8345467434948413,0.7070000171661377,6193501.0,0.6710602316302621,4156211.54460203,3.10446923548064,19227530.2099493,-2.433409003850378,-3.6262154858122004,Africa,UM,LBY
2012,Libyan Arab Jamahiriya,LY,2.4061651756943787,0.7409999966621399,6198258.0,0.687096697195207,4258803.81331887,4.0097529458588905,24853490.354413506,-3.322656248663683,-4.835791326354904,Africa,UM,LBY
2013,Libyan Arab Jamahiriya,LY,2.65271570983068,0.7070000171661377,6195970.0,0.6795579246318381,4210520.6602799,4.44156932302307,27519831.2326146,-3.7620113983912318,-5.5359686967514445,Africa,UM,LBY
2014,Libyan Arab Jamahiriya,LY,2.560859417010388,0.6949999928474426,6204108.0,0.69385307108023,4304740.68195684,4.26640806784761,26469264.3745161,-3.5725549967673804,-5.1488638526963975,Africa,UM,LBY
2015,Libyan Arab Jamahiriya,LY,2.370780124744672,0.6940000057220459,6234955.0,0.684188340954317,4265886.91159042,3.90099207813863,24322529.4151287,-3.216803737184313,-4.7016348344923005,Africa,UM,LBY
2016,Libyan Arab Jamahiriya,LY,2.2906125459043687,0.6930000185966492,6293253.0,0.66886508496814,4209335.19597575,3.73312742438155,23493504.1634892,-3.0642623394134105,-4.581286134197557,Africa,UM,LBY
1990,Morocco,MA,0.5698078582464355,0.4580000042915344,24879136.0,0.8925936621808471,22206926.6320941,1.17866075635856,29324018.363105897,-0.28606709417771303,-0.3204897214694243,Africa,LM,MAR
1991,Morocco,MA,0.6899671554157552,0.4639999866485596,25336860.0,1.0096803379594,25582170.14925,1.39337811330676,35303882.463330396,-0.3836977753473601,-0.3800190623923875,Africa,LM,MAR
1992,Morocco,MA,0.5825966406896921,0.4679999947547913,25791494.0,0.689953074422884,17794924.7189778,1.17733211474433,30365161.237428304,-0.4873790403214461,-0.7063944757824546,Africa,LM,MAR
1993,Morocco,MA,0.5792534209092203,0.4740000069141388,26237418.0,0.663965217679397,17420721.261702802,1.1477446862148502,30113836.87843129,-0.483779468535453,-0.7286217043511627,Africa,LM,MAR
1994,Morocco,MA,0.7479186997167917,0.4850000143051148,26667048.0,1.0061572280572602,26831194.800603,1.4714102495226598,39238097.1240209,-0.4652530214654,-0.4624058829888192,Africa,LM,MAR
1995,Morocco,MA,0.6078592323610454,0.4889999926090241,27075232.0,0.591390115418853,16012005.190964999,1.17344270808938,31771195.093309496,-0.5820525926705269,-0.9842108914151992,Africa,LM,MAR
1996,Morocco,MA,0.7628186615576752,0.4990000128746033,27460604.0,0.9930810511832592,27270601.1262007,1.47615988216645,40536235.483595096,-0.4830788309831912,-0.4864445156894307,Africa,LM,MAR
1997,Morocco,MA,0.614163893271489,0.5030000209808351,27825900.0,0.69167301498698,19246424.417910997,1.17692134155588,32748896.01773449,-0.4852483265688999,-0.701557406541347,Africa,LM,MAR
1998,Morocco,MA,0.7246608184242694,0.5099999904632568,28175264.0,0.8254584898161981,23257541.2330078,1.37959024278866,38870370.04544821,-0.554131752972462,-0.6713017793249042,Africa,LM,MAR
1999,Morocco,MA,0.6765170396804189,0.5199999809265137,28514800.0,0.677609084399436,19321888.0492151,1.27548985001667,36370338.97173189,-0.597880765617234,-0.8823387693320772,Africa,LM,MAR
2000,Morocco,MA,0.6704769628859761,0.5299999713897705,28849620.0,0.573671134634883,16550182.541672198,1.2465869065903001,35963533.1334196,-0.672915771955417,-1.1729991825084576,Africa,LM,MAR
2001,Morocco,MA,0.7512884034627599,0.5410000085830688,29181832.0,0.696220776483905,20316975.9991205,1.3867253255636,40467142.188911,-0.6905045490796949,-0.9917896339820848,Africa,LM,MAR
2002,Morocco,MA,0.7666056458927544,0.5519999861717224,29512368.0,0.7263516320385429,21436380.1891054,1.39506784566479,41171800.8333461,-0.668716213626247,-0.9206508034537771,Africa,LM,MAR
2003,Morocco,MA,0.819764145552496,0.5630000233650208,29843938.0,0.859658702247148,25655568.6797979,1.4702017567091499,43876554.7813498,-0.6105430544620021,-0.7102156389111659,Africa,LM,MAR
2004,Morocco,MA,0.8589603770733342,0.5720000267028809,30179284.0,0.8498147573763509,25646815.1712059,1.55482484987482,46923526.8065342,-0.705010092498469,-0.8296044360009232,Africa,LM,MAR
2005,Morocco,MA,0.8130018928486122,0.5799999833106995,30521070.0,0.676735299267675,20654705.4781289,1.44244354510229,44024963.12096711,-0.7657082458346149,-1.1314737780979085,Africa,LM,MAR
2006,Morocco,MA,0.9254726207817536,0.5860000252723694,30869346.0,0.8747098882711999,27001682.6373773,1.62575670168033,50185972.621303,-0.7510468134091299,-0.8586238974541822,Africa,LM,MAR
2007,Morocco,MA,0.8598983693408233,0.593999981880188,31225880.0,0.5911481370194219,18459132.842672,1.4973701679199198,46756731.7113609,-0.9062220309004979,-1.532986360186608,Africa,LM,MAR
2008,Morocco,MA,0.9582265116219928,0.6019999980926514,31596856.0,0.69329557824025,21905991.326918,1.67411390547831,52896810.3139585,-0.98081832723806,-1.4147188558848327,Africa,LM,MAR
2009,Morocco,MA,1.064564332863862,0.6079999804496765,31989896.0,0.887751939968263,28399096.131168798,1.82964336745752,58530109.07533381,-0.9418914274892572,-1.0609849273017975,Africa,LM,MAR
2010,Morocco,MA,1.0079136379556461,0.6159999966621399,32409640.0,0.820112628374383,26579521.9202059,1.7142575357693202,55558400.36163741,-0.8941449073949369,-1.0902708682431823,Africa,LM,MAR
2011,Morocco,MA,1.0717769541334534,0.6259999871253967,32858824.0,0.8247005784026569,27098672.0099145,1.8136897264693799,59595669.4010572,-0.9889891480667232,-1.1992099605195776,Africa,LM,MAR
2012,Morocco,MA,1.0222694396633942,0.6349999904632568,33333788.0,0.6939199975083921,23130990.9550702,1.70356047812424,56786145.5966045,-1.009640480615848,-1.4549810990331604,Africa,LM,MAR
2013,Morocco,MA,1.0395757151043676,0.6449999809265137,33824768.0,0.820008220804398,27736614.707696002,1.74061155066709,58875838.9388569,-0.920603329862692,-1.1226757323964558,Africa,LM,MAR
2014,Morocco,MA,1.09008772863442,0.6499999761581421,34318080.0,0.75700012631531,25978807.2177141,1.81609308547557,62324866.9543048,-1.0590929591602598,-1.3990657627963463,Africa,LM,MAR
2015,Morocco,MA,1.1074912106251291,0.6549999713897705,34803320.0,0.8674036347420492,30188509.598677002,1.822317638892,63422668.9053356,-0.9549140041499508,-1.100887713519815,Africa,LM,MAR
2016,Morocco,MA,1.0432691337257334,0.6620000004768372,35276784.0,0.591647574301662,20871433.6113496,1.7002686120295598,59980037.101179294,-1.108621037727898,-1.873786162372818,Africa,LM,MAR
1990,Mali,ML,0.6158715439727042,0.23100000619888306,8465188.0,2.18260533319695,18476169.7783637,1.2739445575084298,10784183.276172802,0.90866077568852,0.4163193234562329,Africa,LI,MLI
1991,Mali,ML,0.7317457150416145,0.2380000054836273,8652514.0,2.39809285612887,20749521.856530607,1.47774927522544,12786240.0350334,0.9203435809034302,0.3837814614022486,Africa,LI,MLI
1992,Mali,ML,0.7236829309720699,0.2430000007152557,8868263.0,2.3383002493839102,20736654.021562196,1.4624443328699699,12969336.2366571,0.8758559165139397,0.3745694834291312,Africa,LI,MLI
1993,Mali,ML,0.6816985686669951,0.2489999979734421,9105472.0,2.21087215073075,20131029.437779002,1.3507316168451795,12299045.8458946,0.8601405338855699,0.389050327311451,Africa,LI,MLI
1994,Mali,ML,0.7239117921499477,0.25600001215934753,9353385.0,2.27662356451418,21294125.0490638,1.4241805040081101,13320901.275683198,0.8524430605060702,0.3744330304724651,Africa,LI,MLI
1995,Mali,ML,0.7244123505453065,0.2619999945163727,9604450.0,2.17868533076961,20925074.7506347,1.39844283864126,13431274.594721401,0.7802424921283502,0.35812537088719154,Africa,LI,MLI
1996,Mali,ML,0.702883028122181,0.2709999978542328,9856810.0,2.11570919924665,20854142.683132604,1.3601761208239498,13406997.005048,0.7555330784227001,0.35710629735491345,Africa,LI,MLI
1997,Mali,ML,0.7497082273459416,0.2809999883174896,10114094.0,2.1285041442710804,21527902.9341252,1.43666474432978,14530570.329428699,0.6918393999413001,0.3250354958450057,Africa,LI,MLI
1998,Mali,ML,0.7912000616102125,0.29100000858306885,10380835.0,2.12226986662256,22030858.616929602,1.50626590722085,15636244.835485699,0.6160039594017102,0.2902571294488745,Africa,LI,MLI
1999,Mali,ML,0.8080313130093136,0.3019999861717224,10663723.0,2.09713112923734,22363177.632444106,1.5234438717550802,16245548.7127823,0.57368725748226,0.27355812399336793,Africa,LI,MLI
2000,Mali,ML,0.7290423581334657,0.30799999833106995,10967690.0,1.9478169837847799,21363072.7134893,1.3554748459768502,14866441.732961401,0.5923421378079301,0.3041056437740661,Africa,LI,MLI
2001,Mali,ML,0.7771348236669748,0.3210000097751617,11293258.0,1.95873614086296,22120594.477042,1.4344325513202398,16199476.851662302,0.5243035895427199,0.2676744348586572,Africa,LI,MLI
2002,Mali,ML,0.8243202741640073,0.33000001311302185,11638929.0,1.8685977836398,21748423.4739263,1.50009684272097,17459477.728720494,0.36850094091883,0.1972072021840009,Africa,LI,MLI
2003,Mali,ML,0.8933152325851544,0.3429999947547913,12005128.0,1.91659660001953,23008933.09422389,1.60211157241645,19233509.0121918,0.31448502760307995,0.16408514321682266,Africa,LI,MLI
2004,Mali,ML,0.8136790131823763,0.35199999809265137,12391906.0,1.8000719116153898,22306311.8246999,1.4728599633758999,18251533.9554937,0.32721194823949,0.18177715352818816,Africa,LI,MLI
2005,Mali,ML,0.8740424261121744,0.3630000054836273,12798763.0,1.74748540455807,22365715.854552,1.55074282948295,19847647.02310689,0.19674257507512016,0.11258610490362024,Africa,LI,MLI
2006,Mali,ML,0.8464753636337916,0.3720000088214874,13227064.0,1.6736439293159802,22137454.9636882,1.48698401695825,19668485.7098553,0.18665991235772994,0.11152904694251067,Africa,LI,MLI
2007,Mali,ML,0.8715233614218012,0.367000013589859,13675606.0,1.6320962252771398,22319894.5008625,1.51761316053974,20754269.9454596,0.1144830647374,0.07014480087898008,Africa,LI,MLI
2008,Mali,ML,0.8718694657808208,0.3899999856948853,14138216.0,1.64469151917743,23252977.957663197,1.52323983809938,21535869.7765244,0.12145168107805016,0.07384465698393858,Africa,LI,MLI
2009,Mali,ML,0.9345713238665241,0.39800000190734863,14606597.0,1.67065658600921,24402611.836602,1.60622723431694,23461518.093341395,0.06442935169227004,0.03856528758323457,Africa,LI,MLI
2010,Mali,ML,0.9057343734603844,0.40299999713897705,15075085.0,1.56274522413342,23558539.9178864,1.54047124340835,23222757.4397587,0.02227398072507003,0.014253110731739072,Africa,LI,MLI
2011,Mali,ML,0.9709645010504389,0.4079999923706055,15540989.0,1.6557569454624999,25732118.6894327,1.6430921877261901,25535295.689452697,0.01266475773631015,0.0076489232136498905,Africa,LI,MLI
2012,Mali,ML,0.9145530359731452,0.4079999923706055,16006670.0,1.5481743303306397,24781162.3556812,1.5240565224618199,24395115.835757002,0.024117807868819785,0.015578224878375941,Africa,LI,MLI
2013,Mali,ML,0.9008413064736616,0.4079999923706055,16477818.0,1.5371618006742098,25329045.92005711,1.5083218668768799,24853827.236400306,0.028839933797329964,0.0187618074978708,Africa,LI,MLI
2014,Mali,ML,0.9279351712172074,0.41400000452995295,16962846.0,1.51265621894604,25658886.0925005,1.5459458940321,26223572.2190579,-0.03328967508606007,-0.0220074294933022,Africa,LI,MLI
2015,Mali,ML,0.9660468799171438,0.4180000126361847,17467904.0,1.5311796683361798,26746493.9266466,1.5895785468815602,27766599.7200015,-0.05839887854537995,-0.038139794926115834,Africa,LI,MLI
2016,Mali,ML,0.9655545823266959,0.4210000038146973,17994838.0,1.5386058820120299,27686906.3276659,1.57361326666354,28316857.24034249,-0.03500738465150999,-0.022752665293161976,Africa,LI,MLI
1990,Myanmar,MM,0.3998997490836612,0.35899999737739563,40626248.0,1.7458097329927502,70925614.01059599,0.8272018960445692,33606069.0228344,0.9186078369481808,0.5261786663163229,Asia-Pacific,LI,MMR
1991,Myanmar,MM,0.3949105515976412,0.3659999966621399,41190156.0,1.6938796996302,69771242.28036441,0.797515816500688,32849835.3617674,0.8963638831295119,0.529178006752901,Asia-Pacific,LI,MMR
1992,Myanmar,MM,0.4203390686608599,0.3799999952316284,41711464.0,1.7461162063987299,72833126.14320059,0.849436213758979,35431258.6302076,0.8966799926397511,0.5135282459173235,Asia-Pacific,LI,MMR
1993,Myanmar,MM,0.4298243279387763,0.3869999945163727,42209776.0,1.75239355783246,73968182.96645391,0.8516627966102479,35948516.9777208,0.900730761222212,0.5140002696291169,Asia-Pacific,LI,MMR
1994,Myanmar,MM,0.4488094019292941,0.3930000066757202,42712224.0,1.76784362005551,75508488.8874071,0.8829606136749358,37713189.633593604,0.8848830063805742,0.5005437111868464,Asia-Pacific,LI,MMR
1995,Myanmar,MM,0.4666116892960006,0.39800000190734863,43237792.0,1.74921057076485,75632018.1831872,0.900771190373958,38947365.2788786,0.8484393803908921,0.4850413063876627,Asia-Pacific,LI,MMR
1996,Myanmar,MM,0.4895385806688209,0.40400001406669617,43793308.0,1.76038393158624,77093023.0064356,0.947325032767805,41486490.097608,0.8130588988184351,0.4618645309297995,Asia-Pacific,LI,MMR
1997,Myanmar,MM,0.4712815668760291,0.4099999964237213,44371524.0,1.70319784083051,75573442.9944108,0.903116155174409,40072618.47932129,0.8000816856561009,0.4697526420453696,Asia-Pacific,LI,MMR
1998,Myanmar,MM,0.4781403191829115,0.4129999876022339,44959936.0,1.68751599262532,75870547.6400912,0.910270987829785,40925691.1634299,0.777245004795535,0.460585267453585,Asia-Pacific,LI,MMR
1999,Myanmar,MM,0.556715992098818,0.4210000038146973,45539432.0,1.7500309301112802,79695355.8042864,1.04961967787159,47799048.718434796,0.7004112522396899,0.4002279275116312,Asia-Pacific,LI,MMR
2000,Myanmar,MM,0.5837929225021058,0.4309999942779541,46095460.0,1.77807462316487,81961238.7920964,1.08541926663478,50032943.805163704,0.6926553565300901,0.38955359213057306,Asia-Pacific,LI,MMR
2001,Myanmar,MM,0.5962979928442546,0.4399999976158142,46627992.0,1.7984338963900302,83857375.7208743,1.10064460525226,51320856.6537024,0.6977892911377699,0.3879982981517598,Asia-Pacific,LI,MMR
2002,Myanmar,MM,0.6218303993004198,0.4490000009536743,47140220.0,1.8323869231494097,86379084.60309571,1.13160606130244,53344135.1669423,0.7007808618469702,0.3824415318586235,Asia-Pacific,LI,MMR
2003,Myanmar,MM,0.6693114416278484,0.4589999914169312,47624896.0,1.8245081278796798,86892014.2886629,1.20037313488942,57167648.63621221,0.62413499299026,0.3420839751016004,Asia-Pacific,LI,MMR
2004,Myanmar,MM,0.7177848206193335,0.4679999947547913,48073708.0,1.9025411485983401,91462190.929012,1.29927957767323,62461175.6181276,0.6032615709251099,0.3170820096950603,Asia-Pacific,LI,MMR
2005,Myanmar,MM,0.7590172636523062,0.4769999980926514,48482612.0,1.91526404706822,92856983.6809897,1.3466629809930102,65289724.74645289,0.5686010660752101,0.29687868205200896,Asia-Pacific,LI,MMR
2006,Myanmar,MM,0.8153773733469761,0.4869999885559082,48846472.0,2.01181270796155,98270009.4394438,1.4323548847913,69965522.8799582,0.5794578231702503,0.2880277179267748,Asia-Pacific,LI,MMR
2007,Myanmar,MM,0.8402574200616357,0.4979999959468842,49171584.0,2.04554055035041,100582504.92176701,1.4631687174126595,71946349.1913297,0.5823718329377501,0.2847031474580092,Asia-Pacific,LI,MMR
2008,Myanmar,MM,0.8548797297668244,0.5090000033378601,49479752.0,2.10852201144084,104329249.068973,1.4935571347234398,73900909.4815302,0.6149648767174001,0.29165684464312003,Asia-Pacific,LI,MMR
2009,Myanmar,MM,0.8895759978085865,0.5189999938011169,49800692.0,2.10207827330638,104684967.8232,1.52889475440281,76140027.80113879,0.5731835189035699,0.2726746792363749,Asia-Pacific,LI,MMR
2010,Myanmar,MM,0.9287586665190434,0.5299999713897705,50155896.0,2.0987735417283897,105265872.60224101,1.57963091581999,79227807.7826025,0.5191426259084002,0.2473552365639572,Asia-Pacific,LI,MMR
2011,Myanmar,MM,0.8565096287958948,0.5400000214576721,50553032.0,2.0004301354449,101127744.637146,1.44940858112143,73271952.0014318,0.55102155432347,0.27545153642715026,Asia-Pacific,LI,MMR
2012,Myanmar,MM,0.8479005310712336,0.5490000247955322,50986516.0,1.8948706870360903,96612824.28456558,1.41298348367836,72043082.3905667,0.4818872033577302,0.2543113926742337,Asia-Pacific,LI,MMR
2013,Myanmar,MM,0.8823352519062688,0.5580000281333923,51448196.0,1.93219245584755,99407822.3974108,1.47733629086807,76006291.8056695,0.45485616497948,0.23540934734679875,Asia-Pacific,LI,MMR
2014,Myanmar,MM,0.9618102336211608,0.5640000104904175,51924184.0,1.9240941366385504,99907047.2664486,1.60238196333722,83202400.2888537,0.32171217330132995,0.16720188850186446,Asia-Pacific,LI,MMR
2015,Myanmar,MM,1.0194057338057092,0.5690000057220459,52403668.0,1.92158000430872,100697900.570559,1.6773776911991998,87900796.0058443,0.2442023131095199,0.12708412481496995,Asia-Pacific,LI,MMR
2016,Myanmar,MM,1.0188554729071502,0.5740000009536743,52885224.0,1.8992025507115,100439705.251136,1.6604804309622905,87814838.39027679,0.23872211974921,0.12569597679814473,Asia-Pacific,LI,MMR
1990,Mongolia,MN,2.810176506773848,0.5789999961853027,2184145.0,21.1463300260797,46186754.66139071,5.8129152117495195,12696278.1920752,15.33341481433018,0.7251099739491217,Asia-Pacific,LM,MNG
1991,Mongolia,MN,3.075242386766826,0.5740000009536743,2217918.0,20.7358217532023,45990392.16287629,6.21040494638057,13774180.853488501,14.525416806821728,0.7004987301541846,Asia-Pacific,LM,MNG
1992,Mongolia,MN,2.8685008057906813,0.5609999895095825,2243502.0,20.3610716887499,45680064.3337104,5.79676895463965,13005051.1497341,14.564302734110253,0.7153013827930021,Asia-Pacific,LM,MNG
1993,Mongolia,MN,2.765994557510446,0.546999990940094,2263200.0,19.703323384149,44592560.52092971,5.480598717049849,12403690.7488199,14.222724667099149,0.7218439442830795,Asia-Pacific,LM,MNG
1994,Mongolia,MN,2.433175983814555,0.550000011920929,2280496.0,19.3631966202279,44157769.89242971,4.78688403276025,10916489.036709698,14.576312587467651,0.7527844122721143,Asia-Pacific,LM,MNG
1995,Mongolia,MN,2.747397309669052,0.5550000071525574,2298039.0,19.0820203810454,43851246.861849,5.30371699173378,12188154.002860302,13.778303389311619,0.7220568427333784,Asia-Pacific,LM,MNG
1996,Mongolia,MN,2.8103445981608064,0.5609999895095825,2316567.0,18.856236219663998,43681792.42838761,5.43840647841114,12598449.667459,13.417829741252866,0.7115857897060198,Asia-Pacific,LM,MNG
1997,Mongolia,MN,2.8225340324333605,0.5680000185966492,2335695.0,19.5837925250864,45741863.2446044,5.408817705553662,12633375.2507593,14.174974819532741,0.7238115294254122,Asia-Pacific,LM,MNG
1998,Mongolia,MN,3.0465872126025246,0.5759999752044678,2355590.0,19.3580909739206,45599727.2186524,5.8000127583141605,13662452.563124001,13.55807821560644,0.7003830198893066,Asia-Pacific,LM,MNG
1999,Mongolia,MN,3.069127657515284,0.5820000171661377,2376162.0,19.2367411300344,45709573.1128134,5.7864635270908,13749562.665956195,13.450277602943599,0.6991973074869542,Asia-Pacific,LM,MNG
2000,Mongolia,MN,3.2975265625386374,0.5889999866485596,2397436.0,19.0265726482397,45615065.2149575,6.1309391142995295,14698558.3109516,12.89563353394017,0.6777696525986381,Asia-Pacific,LM,MNG
2001,Mongolia,MN,2.873647032335465,0.6000000238418579,2419776.0,18.78705575729689,45460542.330793895,5.304166945880191,12834917.2476975,13.482888811416712,0.7176690688310727,Asia-Pacific,LM,MNG
2002,Mongolia,MN,2.4492662751954364,0.609000027179718,2443659.0,18.5515298671394,45333629.84462821,4.4571712252616695,10891810.644579401,14.09435864187773,0.7597410425348949,Asia-Pacific,LM,MNG
2003,Mongolia,MN,2.3668911668857118,0.621999979019165,2469286.0,16.9291775252314,41803049.432574704,4.24488869191694,10481861.3638795,12.684288833314454,0.7492560589201501,Asia-Pacific,LM,MNG
2004,Mongolia,MN,2.3654511211036566,0.6370000243186951,2496832.0,16.640279027132898,41547949.183338106,4.28176000013819,10690827.1556575,12.358519026994712,0.7426870070413758,Asia-Pacific,LM,MNG
2005,Mongolia,MN,2.7079808908937086,0.6499999761581421,2526446.0,16.2894588243653,41154502.451434,4.804551613826719,12138459.190155301,11.48490721053858,0.7050514897007989,Asia-Pacific,LM,MNG
2006,Mongolia,MN,3.000522963212509,0.6600000262260437,2558012.0,16.4003087588343,41952153.9683449,5.27095043813168,13483143.9817194,11.129358320702616,0.6786066338359394,Asia-Pacific,LM,MNG
2007,Mongolia,MN,3.2333847201718724,0.671999990940094,2591670.0,16.351723249066602,42378269.31543,5.630402375463152,14592144.4845414,10.72132087360345,0.6556691738416899,Asia-Pacific,LM,MNG
2008,Mongolia,MN,3.4325139261346886,0.6830000281333923,2628131.0,16.3695968988543,43021426.77947371,5.996932066472517,15760716.369092999,10.37266483238178,0.6336542614013762,Asia-Pacific,LM,MNG
2009,Mongolia,MN,3.5597830618128903,0.6890000104904175,2668289.0,16.4123889613724,43793013.9828493,6.11812106377087,16324921.4922383,10.294267897601527,0.6272254406003748,Asia-Pacific,LM,MNG
2010,Mongolia,MN,3.0164860942930125,0.6970000267028809,2712650.0,16.3050441883229,44229876.5251647,5.13043362442598,13917070.270280201,11.174610563896923,0.6853468432731868,Asia-Pacific,LM,MNG
2011,Mongolia,MN,3.35073659484049,0.7110000252723694,2761516.0,15.946912505808498,44037718.1345035,5.67020639390468,15658388.4716419,10.27670611190382,0.6444323381194094,Asia-Pacific,LM,MNG
2012,Mongolia,MN,3.8293324182515263,0.7200000286102295,2814226.0,15.5705926043976,43819228.5209606,6.38138939914044,17958697.3641065,9.189203205257161,0.5901639994525227,Asia-Pacific,LM,MNG
2013,Mongolia,MN,4.18646809056674,0.7289999723434448,2869107.0,15.1895581102529,43580514.7013985,7.00960460028454,20111327.4077072,8.17995350996836,0.5385247846312871,Asia-Pacific,LM,MNG
2014,Mongolia,MN,4.4810025284713095,0.734000027179718,2923896.0,14.886456675636802,43526509.220138796,7.465378697685058,21828020.0451204,7.42107797795174,0.4985120461941147,Asia-Pacific,LM,MNG
2015,Mongolia,MN,4.461515467654231,0.7369999885559082,2976877.0,14.419785663330801,42925969.8556376,7.34118542422256,21853827.2053645,7.0786002391082405,0.4908949692025566,Asia-Pacific,LM,MNG
2016,Mongolia,MN,4.707563691594845,0.7429999709129333,3027398.0,14.1305468207105,42778816.0650827,7.672155271539871,23226682.119825896,6.45839154917063,0.4570517780461871,Asia-Pacific,LM,MNG
1990,Mauritania,MR,1.1054096882752162,0.3740000128746033,2030140.0,8.42588377621057,17105723.8128622,2.28656555084759,4642048.22089234,6.13931822536298,0.7286260276573691,Africa,LM,MRT
1991,Mauritania,MR,1.1798451308980482,0.3790000081062317,2085202.0,8.18304761349149,17063290.484089598,2.38267918926413,4968362.52911181,5.8003684242273605,0.7088274073664464,Africa,LM,MRT
1992,Mauritania,MR,1.1260265302632213,0.3869999945163727,2141445.0,8.0638865705531,17268409.5027665,2.27551465893043,4872900.75525746,5.7883719116226695,0.7178141533835647,Africa,LM,MRT
1993,Mauritania,MR,1.1451682451363343,0.39899998903274536,2199791.0,7.863212057996991,17297415.560217902,2.2690600016036804,4991455.58956291,5.594152056393311,0.7114334466795899,Africa,LM,MRT
1994,Mauritania,MR,1.1484306608798456,0.4110000133514404,2261403.0,7.65583882293224,17312913.1665385,2.25935338416402,5109301.52230854,5.39648543876822,0.7048849333927498,Africa,LM,MRT
1995,Mauritania,MR,1.0340043517832835,0.4180000126361847,2327075.0,7.42838347169117,17286368.833267998,1.99609515186585,4645053.28150428,5.4322883198253225,0.7312880844839567,Africa,LM,MRT
1996,Mauritania,MR,1.0887840122881,0.4280000030994415,2397245.0,7.2053170805026685,17272946.371235,2.1069480340215803,5050881.17455823,5.098369046481091,0.7075842727694933,Africa,LM,MRT
1997,Mauritania,MR,1.1743860860541668,0.4269999861717224,2471598.0,6.94726272179391,17170855.2216294,2.2504742838935496,5562272.45984418,4.69678843790036,0.6760631670321464,Africa,LM,MRT
1998,Mauritania,MR,1.3049979325011962,0.4350000023841858,2549223.0,6.74814888704561,17202515.9081347,2.48442080593346,6333335.13411592,4.26372808111215,0.631836693659384,Africa,LM,MRT
1999,Mauritania,MR,1.30096487972121,0.4410000145435333,2628803.0,6.55041174696006,17219722.720252898,2.45280961451678,6447946.034407799,4.09760213244328,0.6255487884933204,Africa,LM,MRT
2000,Mauritania,MR,1.2849046401733697,0.4420000016689301,2709359.0,6.35879144262702,17228255.8660693,2.38896396046592,6472563.65255493,3.9698274821611,0.6243053444949969,Africa,LM,MRT
2001,Mauritania,MR,1.308593160488153,0.4420000016689301,2790729.0,6.15487139119651,17176584.1173415,2.41539636196206,6740719.04204266,3.7394750292344496,0.6075634715264934,Africa,LM,MRT
2002,Mauritania,MR,1.4011720569431922,0.4490000009536743,2873228.0,5.97719610527096,17173859.0488056,2.54985088273,7326308.00198455,3.4273452225409597,0.5734035093007193,Africa,LM,MRT
2003,Mauritania,MR,1.454353328699538,0.4510000050067902,2957117.0,5.8069425641198595,17171826.6757112,2.6083024371464596,7713063.60859498,3.1986401269734004,0.5508303365590819,Africa,LM,MRT
2004,Mauritania,MR,1.5015186484625984,0.4609999954700471,3042823.0,5.599966400628363,17039690.1459702,2.7179350404201297,8270187.28548752,2.88203136020823,0.5146515450315636,Africa,LM,MRT
2005,Mauritania,MR,1.4838207137867412,0.4659999907016754,3130720.0,5.4451227484152005,17047154.531393398,2.63262315809799,8242005.89639292,2.8124995903172096,0.5165172063633986,Africa,LM,MRT
2006,Mauritania,MR,1.3727316837755872,0.4749999940395355,3220653.0,5.2816801295978495,17010442.5936002,2.41144652407105,7766425.012256599,2.8702336055268005,0.5434319260347449,Africa,LM,MRT
2007,Mauritania,MR,1.381445849960531,0.4760000109672546,3312665.0,5.13673698549888,17016314.108445,2.40555846839594,7968821.18356691,2.73117851710294,0.5316952230205899,Africa,LM,MRT
2008,Mauritania,MR,1.3092644481425744,0.4760000109672546,3407541.0,5.0073911870220895,17062885.9610265,2.28741095346413,7794444.40971917,2.7199802335579606,0.543193078385302,Africa,LM,MRT
2009,Mauritania,MR,1.4027239609499091,0.4839999973773956,3506288.0,4.88917361631528,17142860.750133406,2.41083090264865,8453072.37982104,2.4783427136666303,0.5069042149365173,Africa,LM,MRT
2010,Mauritania,MR,1.4480010938315584,0.4869999885559082,3609543.0,4.7549411195456,17163150.3543845,2.4627574163374906,8889421.50076827,2.2921837032081096,0.4820635304580089,Africa,LM,MRT
2011,Mauritania,MR,1.3914228992716329,0.4900000095367432,3717672.0,4.57270915610641,16999823.2911392,2.3546031735899504,8753637.39640678,2.2181059825164597,0.4850748006910509,Africa,LM,MRT
2012,Mauritania,MR,1.468448887650411,0.4990000128746033,3830239.0,4.4739258706325495,17136209.7830409,2.4470960317178703,9372965.08062962,2.0268298389146806,0.4530316097142028,Africa,LM,MRT
