Year,Country,Parameter,Total
2010,Central Asia,BiocapPerCap,1.6651446963024152
2010,Central Asia,EFConsPerCap,3.0552888703919416
2011,Central Asia,BiocapPerCap,1.8550022558649355
2011,Central Asia,EFConsPerCap,3.4622339352909117
2012,Central Asia,BiocapPerCap,1.576697367276224
2012,Central Asia,EFConsPerCap,3.1194541995628544
2013,Central Asia,BiocapPerCap,1.6808787727810857
2013,Central Asia,EFConsPerCap,3.310819947870736
2014,Central Asia,BiocapPerCap,1.6317503989737452
2014,Central Asia,EFConsPerCap,3.1441920398659122
2015,Central Asia,BiocapPerCap,1.6541343658731789
2015,Central Asia,EFConsPerCap,3.052383342995653
2016,Central Asia,BiocapPerCap,1.675359287101056
2016,Central Asia,EFConsPerCap,2.9874307211710978
1961,Eastern Africa,BiocapPerCap,3.147390242409237
1961,Eastern Africa,EFConsPerCap,1.7113672984391015
1962,Eastern Africa,BiocapPerCap,3.0728456868976735
1962,Eastern Africa,EFConsPerCap,1.6895042956076416
1963,Eastern Africa,BiocapPerCap,2.9984867574892067
1963,Eastern Africa,EFConsPerCap,1.6660923378431869
1964,Eastern Africa,BiocapPerCap,3.0135575077998684
1964,Eastern Africa,EFConsPerCap,1.6038084108908266
1965,Eastern Africa,BiocapPerCap,2.925895039517806
1965,Eastern Africa,EFConsPerCap,1.6042284990037028
1966,Eastern Africa,BiocapPerCap,2.8772631752285096
1966,Eastern Africa,EFConsPerCap,1.6062192789491585
1967,Eastern Africa,BiocapPerCap,2.822082628972593
1967,Eastern Africa,EFConsPerCap,1.6142515919120013
1968,Eastern Africa,BiocapPerCap,2.7452276823736805
1968,Eastern Africa,EFConsPerCap,1.6023671241586788
1969,Eastern Africa,BiocapPerCap,2.6871919171298653
1969,Eastern Africa,EFConsPerCap,1.6032069073401205
1970,Eastern Africa,BiocapPerCap,2.6320151627886412
1970,Eastern Africa,EFConsPerCap,1.6049163815384848
1971,Eastern Africa,BiocapPerCap,2.5763032899214826
1971,Eastern Africa,EFConsPerCap,1.5961928409949642
1972,Eastern Africa,BiocapPerCap,2.522869478993296
1972,Eastern Africa,EFConsPerCap,1.5549585011188871
1973,Eastern Africa,BiocapPerCap,2.4332286177400038
1973,Eastern Africa,EFConsPerCap,1.5183225051481195
1974,Eastern Africa,BiocapPerCap,2.3681379385236814
1974,Eastern Africa,EFConsPerCap,1.5032134718064971
1975,Eastern Africa,BiocapPerCap,2.3022000357703423
1975,Eastern Africa,EFConsPerCap,1.48019966794097
1976,Eastern Africa,BiocapPerCap,2.2609933590927387
1976,Eastern Africa,EFConsPerCap,1.4728813248555792
1977,Eastern Africa,BiocapPerCap,2.194581098176872
1977,Eastern Africa,EFConsPerCap,1.4659373748683346
1978,Eastern Africa,BiocapPerCap,2.128228262912312
1978,Eastern Africa,EFConsPerCap,1.4646380977496722
1979,Eastern Africa,BiocapPerCap,2.057987484712251
1979,Eastern Africa,EFConsPerCap,1.4272652345587442
1980,Eastern Africa,BiocapPerCap,2.0028657640351346
1980,Eastern Africa,EFConsPerCap,1.4318215131504992
1981,Eastern Africa,BiocapPerCap,1.9604055365104183
1981,Eastern Africa,EFConsPerCap,1.409679611445453
1982,Eastern Africa,BiocapPerCap,1.9187105386983847
1982,Eastern Africa,EFConsPerCap,1.404304292020144
1983,Eastern Africa,BiocapPerCap,1.8751270607719117
1983,Eastern Africa,EFConsPerCap,1.39278646989528
1984,Eastern Africa,BiocapPerCap,1.7949236725876538
1984,Eastern Africa,EFConsPerCap,1.3481164719986851
1985,Eastern Africa,BiocapPerCap,1.7530869664690951
1985,Eastern Africa,EFConsPerCap,1.3464964766630525
1986,Eastern Africa,BiocapPerCap,1.712065212418591
1986,Eastern Africa,EFConsPerCap,1.337783507734253
1987,Eastern Africa,BiocapPerCap,1.65701739020392
1987,Eastern Africa,EFConsPerCap,1.318468893563044
1988,Eastern Africa,BiocapPerCap,1.6214469278855708
1988,Eastern Africa,EFConsPerCap,1.3189638940929005
1989,Eastern Africa,BiocapPerCap,1.583901175753712
1989,Eastern Africa,EFConsPerCap,1.3041703717336088
1990,Eastern Africa,BiocapPerCap,1.5510267775621205
1990,Eastern Africa,EFConsPerCap,1.2967613020830693
1991,Eastern Africa,BiocapPerCap,1.5054752487654883
1991,Eastern Africa,EFConsPerCap,1.2665366615110478
1992,Eastern Africa,BiocapPerCap,1.452758395335586
1992,Eastern Africa,EFConsPerCap,1.2624716457360827
1993,Eastern Africa,BiocapPerCap,1.3845008903417182
1993,Eastern Africa,EFConsPerCap,1.1928139915404803
1994,Eastern Africa,BiocapPerCap,1.3339836004955774
1994,Eastern Africa,EFConsPerCap,1.1727453937525858
1995,Eastern Africa,BiocapPerCap,1.3134880819888366
1995,Eastern Africa,EFConsPerCap,1.172536798905916
1996,Eastern Africa,BiocapPerCap,1.3028872799850488
1996,Eastern Africa,EFConsPerCap,1.1591297370941809
1997,Eastern Africa,BiocapPerCap,1.2579771432781044
1997,Eastern Africa,EFConsPerCap,1.14143325397263
1998,Eastern Africa,BiocapPerCap,1.2333112982930026
1998,Eastern Africa,EFConsPerCap,1.1336796708070438
1999,Eastern Africa,BiocapPerCap,1.216461161721207
1999,Eastern Africa,EFConsPerCap,1.126333652153226
2000,Eastern Africa,BiocapPerCap,1.1850322480992015
2000,Eastern Africa,EFConsPerCap,1.0975409292926488
2001,Eastern Africa,BiocapPerCap,1.1783562348656813
2001,Eastern Africa,EFConsPerCap,1.1074063672025865
2002,Eastern Africa,BiocapPerCap,1.1506573774588502
2002,Eastern Africa,EFConsPerCap,1.0717825750166399
2003,Eastern Africa,BiocapPerCap,1.1095068764904024
2003,Eastern Africa,EFConsPerCap,1.0666677332213328
2004,Eastern Africa,BiocapPerCap,1.0997814423732382
2004,Eastern Africa,EFConsPerCap,1.0732520480613372
2005,Eastern Africa,BiocapPerCap,1.0684626587574642
2005,Eastern Africa,EFConsPerCap,1.0792761360367336
2006,Eastern Africa,BiocapPerCap,1.0565774001208497
2006,Eastern Africa,EFConsPerCap,1.0891070954265751
2007,Eastern Africa,BiocapPerCap,1.036647268578292
2007,Eastern Africa,EFConsPerCap,1.0749745751514208
2008,Eastern Africa,BiocapPerCap,0.990585129154724
2008,Eastern Africa,EFConsPerCap,1.041517480834937
2009,Eastern Africa,BiocapPerCap,0.9915721348261106
2009,Eastern Africa,EFConsPerCap,1.0630124301306343
2010,Eastern Africa,BiocapPerCap,0.9940679474992556
2010,Eastern Africa,EFConsPerCap,1.074024419571689
2011,Eastern Africa,BiocapPerCap,0.9788293244407692
2011,Eastern Africa,EFConsPerCap,1.0862016884397858
2012,Eastern Africa,BiocapPerCap,0.9690835514011359
2012,Eastern Africa,EFConsPerCap,1.071839356660974
2013,Eastern Africa,BiocapPerCap,0.9651043169205916
2013,Eastern Africa,EFConsPerCap,1.0849626024313737
2014,Eastern Africa,BiocapPerCap,0.9557477468550496
2014,Eastern Africa,EFConsPerCap,1.0811007752411663
2015,Eastern Africa,BiocapPerCap,0.9390904863935676
2015,Eastern Africa,EFConsPerCap,1.07263289017232
2016,Eastern Africa,BiocapPerCap,0.8894019533171857
2016,Eastern Africa,EFConsPerCap,1.020426024621702
1961,Eastern Asia,BiocapPerCap,1.0453890662560972
1961,Eastern Asia,EFConsPerCap,1.1797341157453551
1962,Eastern Asia,BiocapPerCap,1.0475474932948352
1962,Eastern Asia,EFConsPerCap,1.1430733727763949
1963,Eastern Asia,BiocapPerCap,1.0327470455730576
1963,Eastern Asia,EFConsPerCap,1.173437214694059
1964,Eastern Asia,BiocapPerCap,1.0340608238380535
1964,Eastern Asia,EFConsPerCap,1.1977177762017681
1965,Eastern Asia,BiocapPerCap,1.0340096475503835
1965,Eastern Asia,EFConsPerCap,1.236337756064026
1966,Eastern Asia,BiocapPerCap,1.035826278869658
1966,Eastern Asia,EFConsPerCap,1.3029582513150082
1967,Eastern Asia,BiocapPerCap,1.0140413306696063
1967,Eastern Asia,EFConsPerCap,1.3051355764754402
1968,Eastern Asia,BiocapPerCap,0.9782968712779824
1968,Eastern Asia,EFConsPerCap,1.3146306631216913
1969,Eastern Asia,BiocapPerCap,0.9561881653854206
1969,Eastern Asia,EFConsPerCap,1.3780366123129584
1970,Eastern Asia,BiocapPerCap,0.9616665520205728
1970,Eastern Asia,EFConsPerCap,1.5054408004459896
1971,Eastern Asia,BiocapPerCap,0.947689144236973
1971,Eastern Asia,EFConsPerCap,1.5334812051176054
1972,Eastern Asia,BiocapPerCap,0.9224762246765392
1972,Eastern Asia,EFConsPerCap,1.570470835915546
1973,Eastern Asia,BiocapPerCap,0.9201890469898713
1973,Eastern Asia,EFConsPerCap,1.656713308932952
1974,Eastern Asia,BiocapPerCap,0.9118878716503795
1974,Eastern Asia,EFConsPerCap,1.6100068599929276
1975,Eastern Asia,BiocapPerCap,0.9030212878704176
1975,Eastern Asia,EFConsPerCap,1.6098502858044543
1976,Eastern Asia,BiocapPerCap,0.8937988601310888
1976,Eastern Asia,EFConsPerCap,1.6536097132045868
1977,Eastern Asia,BiocapPerCap,0.8677144116049738
1977,Eastern Asia,EFConsPerCap,1.681973000965715
1978,Eastern Asia,BiocapPerCap,0.8984879660662429
1978,Eastern Asia,EFConsPerCap,1.7729667716511872
1979,Eastern Asia,BiocapPerCap,0.9073764360248175
1979,Eastern Asia,EFConsPerCap,1.8278855902737576
1980,Eastern Asia,BiocapPerCap,0.8676447599497142
1980,Eastern Asia,EFConsPerCap,1.7340361198487138
1981,Eastern Asia,BiocapPerCap,0.8743693303113814
1981,Eastern Asia,EFConsPerCap,1.682935681343148
1982,Eastern Asia,BiocapPerCap,0.8949601732996766
1982,Eastern Asia,EFConsPerCap,1.7094216331217853
1983,Eastern Asia,BiocapPerCap,0.9086234475117376
1983,Eastern Asia,EFConsPerCap,1.7412379716585755
1984,Eastern Asia,BiocapPerCap,0.9208506301023259
1984,Eastern Asia,EFConsPerCap,1.8080384475236717
1985,Eastern Asia,BiocapPerCap,0.886265127132692
1985,Eastern Asia,EFConsPerCap,1.7644805663259506
1986,Eastern Asia,BiocapPerCap,0.8806081526211943
1986,Eastern Asia,EFConsPerCap,1.8000065244062815
1987,Eastern Asia,BiocapPerCap,0.8813593670822726
1987,Eastern Asia,EFConsPerCap,1.8653322064489275
1988,Eastern Asia,BiocapPerCap,0.8511558129499817
1988,Eastern Asia,EFConsPerCap,1.9095463262441985
1989,Eastern Asia,BiocapPerCap,0.8441618431225614
1989,Eastern Asia,EFConsPerCap,1.9408859729464856
1990,Eastern Asia,BiocapPerCap,0.8729111473786137
1990,Eastern Asia,EFConsPerCap,1.975258390809096
1991,Eastern Asia,BiocapPerCap,0.8565441913464914
1991,Eastern Asia,EFConsPerCap,1.999715211460507
1992,Eastern Asia,BiocapPerCap,0.8603963932009759
1992,Eastern Asia,EFConsPerCap,2.0401353918998084
1993,Eastern Asia,BiocapPerCap,0.8672035145692543
1993,Eastern Asia,EFConsPerCap,2.099633998252663
1994,Eastern Asia,BiocapPerCap,0.8656961639231694
1994,Eastern Asia,EFConsPerCap,2.1577760782879567
1995,Eastern Asia,BiocapPerCap,0.8719374351119168
1995,Eastern Asia,EFConsPerCap,2.265496664627964
1996,Eastern Asia,BiocapPerCap,0.8923558286781177
1996,Eastern Asia,EFConsPerCap,2.2932299243768157
1997,Eastern Asia,BiocapPerCap,0.8943930376719199
1997,Eastern Asia,EFConsPerCap,2.289964448718342
1998,Eastern Asia,BiocapPerCap,0.9049530872593494
1998,Eastern Asia,EFConsPerCap,2.2436339815254454
1999,Eastern Asia,BiocapPerCap,0.9092675542159661
1999,Eastern Asia,EFConsPerCap,2.257468029143279
2000,Eastern Asia,BiocapPerCap,0.8899873204667771
2000,Eastern Asia,EFConsPerCap,2.30479088254605
2001,Eastern Asia,BiocapPerCap,0.8871333281274423
2001,Eastern Asia,EFConsPerCap,2.3462034769580136
2002,Eastern Asia,BiocapPerCap,0.8950630740380358
2002,Eastern Asia,EFConsPerCap,2.4155793658254003
2003,Eastern Asia,BiocapPerCap,0.8655212676768441
2003,Eastern Asia,EFConsPerCap,2.539895537169508
2004,Eastern Asia,BiocapPerCap,0.8983829550165813
2004,Eastern Asia,EFConsPerCap,2.7472278215124395
2005,Eastern Asia,BiocapPerCap,0.8911930291550088
2005,Eastern Asia,EFConsPerCap,2.8807550671395177
2006,Eastern Asia,BiocapPerCap,0.902135760916016
2006,Eastern Asia,EFConsPerCap,3.0014122500628932
2007,Eastern Asia,BiocapPerCap,0.8992199677421306
2007,Eastern Asia,EFConsPerCap,3.1084053329161496
2008,Eastern Asia,BiocapPerCap,0.9181299425011956
2008,Eastern Asia,EFConsPerCap,3.1815352229534977
2009,Eastern Asia,BiocapPerCap,0.9187899294975376
2009,Eastern Asia,EFConsPerCap,3.348017279865036
2010,Eastern Asia,BiocapPerCap,0.922766812369294
2010,Eastern Asia,EFConsPerCap,3.5155550302769805
2011,Eastern Asia,BiocapPerCap,0.9280659678539708
2011,Eastern Asia,EFConsPerCap,3.6870374197855
2012,Eastern Asia,BiocapPerCap,0.9375164843895198
2012,Eastern Asia,EFConsPerCap,3.7485690589355287
2013,Eastern Asia,BiocapPerCap,0.9375188665733876
2013,Eastern Asia,EFConsPerCap,3.833940936226778
2014,Eastern Asia,BiocapPerCap,0.9378082627063196
2014,Eastern Asia,EFConsPerCap,3.795793028985429
2015,Eastern Asia,BiocapPerCap,0.9380134247969492
2015,Eastern Asia,EFConsPerCap,3.7552552631186775
2016,Eastern Asia,BiocapPerCap,0.9374427815876196
2016,Eastern Asia,EFConsPerCap,3.727696633879668
1961,Eastern Europe,BiocapPerCap,4.82227775302571
1961,Eastern Europe,EFConsPerCap,4.414172405646604
1962,Eastern Europe,BiocapPerCap,4.744692997705708
1962,Eastern Europe,EFConsPerCap,4.517617532345946
1963,Eastern Europe,BiocapPerCap,4.5832490965701655
1963,Eastern Europe,EFConsPerCap,4.6629256491978746
1964,Eastern Europe,BiocapPerCap,4.705213426928941
1964,Eastern Europe,EFConsPerCap,4.9506070315540285
1965,Eastern Europe,BiocapPerCap,4.574573776568647
1965,Eastern Europe,EFConsPerCap,5.0019938176358005
1966,Eastern Europe,BiocapPerCap,4.754452406659503
1966,Eastern Europe,EFConsPerCap,5.274319155187811
1967,Eastern Europe,BiocapPerCap,4.646307900317371
1967,Eastern Europe,EFConsPerCap,5.33127320748226
1968,Eastern Europe,BiocapPerCap,4.66435117451818
1968,Eastern Europe,EFConsPerCap,5.488096202442473
1969,Eastern Europe,BiocapPerCap,4.620713731571772
1969,Eastern Europe,EFConsPerCap,5.607382166304853
1970,Eastern Europe,BiocapPerCap,4.6744044340613256
1970,Eastern Europe,EFConsPerCap,5.9009178760762335
1971,Eastern Europe,BiocapPerCap,4.623158189067168
1971,Eastern Europe,EFConsPerCap,5.511658208113196
1972,Eastern Europe,BiocapPerCap,4.555320069432209
1972,Eastern Europe,EFConsPerCap,5.671777597441733
1973,Eastern Europe,BiocapPerCap,4.71409891945131
1973,Eastern Europe,EFConsPerCap,6.049767347573633
1974,Eastern Europe,BiocapPerCap,4.563042857561436
1974,Eastern Europe,EFConsPerCap,6.0183687896865035
1975,Eastern Europe,BiocapPerCap,4.339430424961082
1975,Eastern Europe,EFConsPerCap,6.098083821123582
1976,Eastern Europe,BiocapPerCap,4.579591852996326
1976,Eastern Europe,EFConsPerCap,6.413763500900762
1977,Eastern Europe,BiocapPerCap,4.470534934945388
1977,Eastern Europe,EFConsPerCap,6.308044647556514
1978,Eastern Europe,BiocapPerCap,4.554247699652558
1978,Eastern Europe,EFConsPerCap,6.477657608324679
1979,Eastern Europe,BiocapPerCap,4.322361032379277
1979,Eastern Europe,EFConsPerCap,6.422157812356957
1980,Eastern Europe,BiocapPerCap,4.3315513348091725
1980,Eastern Europe,EFConsPerCap,6.479511327894309
1981,Eastern Europe,BiocapPerCap,4.204390402082434
1981,Eastern Europe,EFConsPerCap,6.22118902504644
1982,Eastern Europe,BiocapPerCap,4.30723827752321
1982,Eastern Europe,EFConsPerCap,6.23652044266736
1983,Eastern Europe,BiocapPerCap,4.277231216098167
1983,Eastern Europe,EFConsPerCap,6.169161172895247
1984,Eastern Europe,BiocapPerCap,4.2136754119339646
1984,Eastern Europe,EFConsPerCap,6.220477595668834
1985,Eastern Europe,BiocapPerCap,4.21395566462151
1985,Eastern Europe,EFConsPerCap,6.254205678455651
1986,Eastern Europe,BiocapPerCap,4.244399582826404
1986,Eastern Europe,EFConsPerCap,6.342760763757384
1987,Eastern Europe,BiocapPerCap,4.214037425093225
1987,Eastern Europe,EFConsPerCap,6.459651127888618
1988,Eastern Europe,BiocapPerCap,4.1303438437029865
1988,Eastern Europe,EFConsPerCap,6.283059600716079
1989,Eastern Europe,BiocapPerCap,4.195217598969869
1989,Eastern Europe,EFConsPerCap,6.307829454665903
1990,Eastern Europe,BiocapPerCap,4.221871589497643
1990,Eastern Europe,EFConsPerCap,5.943257782750376
1991,Eastern Europe,BiocapPerCap,4.030296088833923
1991,Eastern Europe,EFConsPerCap,5.6430224236999065
1992,Eastern Europe,BiocapPerCap,4.22226988868809
1992,Eastern Europe,EFConsPerCap,5.596411327021993
1993,Eastern Europe,BiocapPerCap,4.25312904167098
1993,Eastern Europe,EFConsPerCap,5.086492137781766
1994,Eastern Europe,BiocapPerCap,4.175822382387303
1994,Eastern Europe,EFConsPerCap,4.410807821387771
1995,Eastern Europe,BiocapPerCap,4.135709065353167
1995,Eastern Europe,EFConsPerCap,4.4811458106571695
1996,Eastern Europe,BiocapPerCap,4.078257020651363
1996,Eastern Europe,EFConsPerCap,4.296662926522384
1997,Eastern Europe,BiocapPerCap,4.2241834958689015
1997,Eastern Europe,EFConsPerCap,4.383070266033449
1998,Eastern Europe,BiocapPerCap,4.055644369029228
1998,Eastern Europe,EFConsPerCap,4.0151196909380005
1999,Eastern Europe,BiocapPerCap,4.089654342467339
1999,Eastern Europe,EFConsPerCap,3.9628460244901604
2000,Eastern Europe,BiocapPerCap,4.10985126778215
2000,Eastern Europe,EFConsPerCap,4.049563471652942
2001,Eastern Europe,BiocapPerCap,4.345079857565887
2001,Eastern Europe,EFConsPerCap,4.347980251615857
2002,Eastern Europe,BiocapPerCap,4.333229287434735
2002,Eastern Europe,EFConsPerCap,4.218012227928351
2003,Eastern Europe,BiocapPerCap,4.206749202591456
2003,Eastern Europe,EFConsPerCap,4.315718788095759
2004,Eastern Europe,BiocapPerCap,4.417137858268355
2004,Eastern Europe,EFConsPerCap,4.563316169629181
2005,Eastern Europe,BiocapPerCap,4.384619586921315
2005,Eastern Europe,EFConsPerCap,4.486512335284669
2006,Eastern Europe,BiocapPerCap,4.368125124189595
2006,Eastern Europe,EFConsPerCap,4.623074932830673
2007,Eastern Europe,BiocapPerCap,4.339066587867867
2007,Eastern Europe,EFConsPerCap,4.759254273973187
2008,Eastern Europe,BiocapPerCap,4.619103822448262
2008,Eastern Europe,EFConsPerCap,4.9859927563368425
2009,Eastern Europe,BiocapPerCap,4.531849687964701
2009,Eastern Europe,EFConsPerCap,4.410348513567847
2010,Eastern Europe,BiocapPerCap,4.364890394054942
2010,Eastern Europe,EFConsPerCap,4.595490475056964
2011,Eastern Europe,BiocapPerCap,4.5737846066039225
2011,Eastern Europe,EFConsPerCap,4.931761901259125
2012,Eastern Europe,BiocapPerCap,4.3976173334628665
2012,Eastern Europe,EFConsPerCap,4.534642083514232
2013,Eastern Europe,BiocapPerCap,4.568480622134666
2013,Eastern Europe,EFConsPerCap,4.628101554397167
2014,Eastern Europe,BiocapPerCap,4.669393809579361
2014,Eastern Europe,EFConsPerCap,4.511769543624289
2015,Eastern Europe,BiocapPerCap,4.618257985222335
2015,Eastern Europe,EFConsPerCap,4.2496855507982465
2016,Eastern Europe,BiocapPerCap,4.7316270986265225
2016,Eastern Europe,EFConsPerCap,4.402404859478762
1961,Europe,BiocapPerCap,3.200676190227932
1961,Europe,EFConsPerCap,4.180123124526549
1962,Europe,BiocapPerCap,3.1902563500237964
1962,Europe,EFConsPerCap,4.338165150038373
1963,Europe,BiocapPerCap,3.1198586756075324
1963,Europe,EFConsPerCap,4.4734286213950005
1964,Europe,BiocapPerCap,3.1664636112294176
1964,Europe,EFConsPerCap,4.667952993359892
1965,Europe,BiocapPerCap,3.114752471521397
1965,Europe,EFConsPerCap,4.748647540953876
1966,Europe,BiocapPerCap,3.1754279345054974
1966,Europe,EFConsPerCap,4.880568014781331
1967,Europe,BiocapPerCap,3.1772337048894395
1967,Europe,EFConsPerCap,4.965770473530945
1968,Europe,BiocapPerCap,3.174743783010177
1968,Europe,EFConsPerCap,5.091037077153224
1969,Europe,BiocapPerCap,3.156570807154174
1969,Europe,EFConsPerCap,5.288021763992972
1970,Europe,BiocapPerCap,3.1646476990504384
1970,Europe,EFConsPerCap,5.724130587522571
1971,Europe,BiocapPerCap,3.170770504896558
1971,Europe,EFConsPerCap,5.601830039258117
1972,Europe,BiocapPerCap,3.142354467738163
1972,Europe,EFConsPerCap,5.7196371364392125
1973,Europe,BiocapPerCap,3.2046931632458198
1973,Europe,EFConsPerCap,5.982214790433187
1974,Europe,BiocapPerCap,3.1566171889927777
1974,Europe,EFConsPerCap,5.833444375589355
1975,Europe,BiocapPerCap,3.036023184670038
1975,Europe,EFConsPerCap,5.6731332419726375
1976,Europe,BiocapPerCap,3.1062743153822026
1976,Europe,EFConsPerCap,5.981141034049048
1977,Europe,BiocapPerCap,3.0898330155301963
1977,Europe,EFConsPerCap,5.88218282101313
1978,Europe,BiocapPerCap,3.148140213816728
1978,Europe,EFConsPerCap,5.992841842871628
1979,Europe,BiocapPerCap,3.051294614401275
1979,Europe,EFConsPerCap,6.097337916450226
1980,Europe,BiocapPerCap,3.0771277304422946
1980,Europe,EFConsPerCap,6.022354512212948
1981,Europe,BiocapPerCap,3.0061641653093427
1981,Europe,EFConsPerCap,5.68556340423177
1982,Europe,BiocapPerCap,3.0820107204523075
1982,Europe,EFConsPerCap,5.664805029512383
1983,Europe,BiocapPerCap,3.048283663679908
1983,Europe,EFConsPerCap,5.545081117744452
1984,Europe,BiocapPerCap,3.097963420472936
1984,Europe,EFConsPerCap,5.623963285618043
1985,Europe,BiocapPerCap,3.0793585361951936
1985,Europe,EFConsPerCap,5.6703006099475575
1986,Europe,BiocapPerCap,3.0798232923306914
1986,Europe,EFConsPerCap,5.779826059905875
1987,Europe,BiocapPerCap,3.0811372068157112
1987,Europe,EFConsPerCap,5.88341662600404
1988,Europe,BiocapPerCap,3.0468980902544005
1988,Europe,EFConsPerCap,5.870282023673775
1989,Europe,BiocapPerCap,3.0775821188057138
1989,Europe,EFConsPerCap,5.919960057748196
1990,Europe,BiocapPerCap,3.0830871150991714
1990,Europe,EFConsPerCap,5.79446008146801
1991,Europe,BiocapPerCap,3.0159467997194063
1991,Europe,EFConsPerCap,5.6066245024463095
1992,Europe,BiocapPerCap,3.0605281698976468
1992,Europe,EFConsPerCap,5.5167145904485615
1993,Europe,BiocapPerCap,3.065093024294524
1993,Europe,EFConsPerCap,5.1350897864056515
1994,Europe,BiocapPerCap,3.032429426097745
1994,Europe,EFConsPerCap,4.9283085949423295
1995,Europe,BiocapPerCap,3.0055388612203786
1995,Europe,EFConsPerCap,4.991603634054839
1996,Europe,BiocapPerCap,3.020974514004761
1996,Europe,EFConsPerCap,4.922568939628381
1997,Europe,BiocapPerCap,3.0812275792874253
1997,Europe,EFConsPerCap,4.94137467969124
1998,Europe,BiocapPerCap,3.0275471437458235
1998,Europe,EFConsPerCap,4.897795965832169
1999,Europe,BiocapPerCap,3.0248685957318204
1999,Europe,EFConsPerCap,4.8109203494642
2000,Europe,BiocapPerCap,3.033841280490128
2000,Europe,EFConsPerCap,4.951659420205156
2001,Europe,BiocapPerCap,3.1027096125232383
2001,Europe,EFConsPerCap,5.0834133438119125
2002,Europe,BiocapPerCap,3.1031285499872605
2002,Europe,EFConsPerCap,5.013246691425823
2003,Europe,BiocapPerCap,2.999290388081417
2003,Europe,EFConsPerCap,5.077776947760063
2004,Europe,BiocapPerCap,3.131732946426113
2004,Europe,EFConsPerCap,5.267234841520332
2005,Europe,BiocapPerCap,3.0617148851378366
2005,Europe,EFConsPerCap,5.2406577795993785
2006,Europe,BiocapPerCap,3.0352474291082574
2006,Europe,EFConsPerCap,5.325581816245388
2007,Europe,BiocapPerCap,3.0178020752441848
2007,Europe,EFConsPerCap,5.413965466285178
2008,Europe,BiocapPerCap,3.152170721485031
2008,Europe,EFConsPerCap,5.4102844709956015
2009,Europe,BiocapPerCap,3.101496366594745
2009,Europe,EFConsPerCap,4.911704424687558
2010,Europe,BiocapPerCap,3.013225811842391
2010,Europe,EFConsPerCap,5.024723902998559
2011,Europe,BiocapPerCap,3.070184835620351
2011,Europe,EFConsPerCap,5.055772671518246
2012,Europe,BiocapPerCap,2.986099977260605
2012,Europe,EFConsPerCap,4.767678606679258
2013,Europe,BiocapPerCap,3.0669798738502747
2013,Europe,EFConsPerCap,4.7802540314981
2014,Europe,BiocapPerCap,3.124425723839118
2014,Europe,EFConsPerCap,4.686632292299127
2015,Europe,BiocapPerCap,3.0962908650984526
2015,Europe,EFConsPerCap,4.565583834348466
2016,Europe,BiocapPerCap,3.0936831303225705
2016,Europe,EFConsPerCap,4.558789062952983
1961,Latin America and the Caribbean,BiocapPerCap,13.520688386067539
1961,Latin America and the Caribbean,EFConsPerCap,2.2654928558353045
1962,Latin America and the Caribbean,BiocapPerCap,13.150355961713547
1962,Latin America and the Caribbean,EFConsPerCap,2.225174499793959
1963,Latin America and the Caribbean,BiocapPerCap,12.783730632798429
1963,Latin America and the Caribbean,EFConsPerCap,2.1885893744323917
1964,Latin America and the Caribbean,BiocapPerCap,12.44555603490291
1964,Latin America and the Caribbean,EFConsPerCap,2.2400191423598077
1965,Latin America and the Caribbean,BiocapPerCap,12.107830208554232
1965,Latin America and the Caribbean,EFConsPerCap,2.231127054806392
1966,Latin America and the Caribbean,BiocapPerCap,11.800711587357448
1966,Latin America and the Caribbean,EFConsPerCap,2.235311087388252
1967,Latin America and the Caribbean,BiocapPerCap,11.49858777960961
1967,Latin America and the Caribbean,EFConsPerCap,2.287576357178461
1968,Latin America and the Caribbean,BiocapPerCap,11.159924606696519
1968,Latin America and the Caribbean,EFConsPerCap,2.2835874365542304
1969,Latin America and the Caribbean,BiocapPerCap,10.863356218631912
1969,Latin America and the Caribbean,EFConsPerCap,2.2641510601261534
1970,Latin America and the Caribbean,BiocapPerCap,10.601993319617938
1970,Latin America and the Caribbean,EFConsPerCap,2.353712351319153
1971,Latin America and the Caribbean,BiocapPerCap,10.3338236037219
1971,Latin America and the Caribbean,EFConsPerCap,2.416426052722976
1972,Latin America and the Caribbean,BiocapPerCap,10.057012714150725
1972,Latin America and the Caribbean,EFConsPerCap,2.407532091576936
1973,Latin America and the Caribbean,BiocapPerCap,9.816762693982929
1973,Latin America and the Caribbean,EFConsPerCap,2.4857799217962118
1974,Latin America and the Caribbean,BiocapPerCap,9.595952531779472
1974,Latin America and the Caribbean,EFConsPerCap,2.6160513017954745
1975,Latin America and the Caribbean,BiocapPerCap,9.352296474140179
1975,Latin America and the Caribbean,EFConsPerCap,2.564203481848207
1976,Latin America and the Caribbean,BiocapPerCap,9.131493553101148
1976,Latin America and the Caribbean,EFConsPerCap,2.5881393899080094
1977,Latin America and the Caribbean,BiocapPerCap,8.932532283577856
1977,Latin America and the Caribbean,EFConsPerCap,2.6114632973098644
1978,Latin America and the Caribbean,BiocapPerCap,8.738174973128569
1978,Latin America and the Caribbean,EFConsPerCap,2.6530822627166297
1979,Latin America and the Caribbean,BiocapPerCap,8.521418684293591
1979,Latin America and the Caribbean,EFConsPerCap,2.6857253287640543
1980,Latin America and the Caribbean,BiocapPerCap,8.557911567861359
