Year,Country,Parameter,Total
1980,Latin America and the Caribbean,EFConsPerCap,2.7738939509638643
1981,Latin America and the Caribbean,BiocapPerCap,8.410145807708169
1981,Latin America and the Caribbean,EFConsPerCap,2.694086515520364
1982,Latin America and the Caribbean,BiocapPerCap,8.258684810179643
1982,Latin America and the Caribbean,EFConsPerCap,2.618569647909004
1983,Latin America and the Caribbean,BiocapPerCap,8.086810961804648
1983,Latin America and the Caribbean,EFConsPerCap,2.4813493710859635
1984,Latin America and the Caribbean,BiocapPerCap,7.959669417355068
1984,Latin America and the Caribbean,EFConsPerCap,2.5376507616510096
1985,Latin America and the Caribbean,BiocapPerCap,7.804134721612985
1985,Latin America and the Caribbean,EFConsPerCap,2.5010084639822487
1986,Latin America and the Caribbean,BiocapPerCap,7.6712037881233535
1986,Latin America and the Caribbean,EFConsPerCap,2.5305839510795143
1987,Latin America and the Caribbean,BiocapPerCap,7.554484109880066
1987,Latin America and the Caribbean,EFConsPerCap,2.5442573811057985
1988,Latin America and the Caribbean,BiocapPerCap,7.431075122866577
1988,Latin America and the Caribbean,EFConsPerCap,2.5357100583532275
1989,Latin America and the Caribbean,BiocapPerCap,7.286813723302218
1989,Latin America and the Caribbean,EFConsPerCap,2.551767350208809
1990,Latin America and the Caribbean,BiocapPerCap,7.153965034284713
1990,Latin America and the Caribbean,EFConsPerCap,2.5012884057933147
1991,Latin America and the Caribbean,BiocapPerCap,6.999799195368325
1991,Latin America and the Caribbean,EFConsPerCap,2.5347778125328437
1992,Latin America and the Caribbean,BiocapPerCap,6.94673797493691
1992,Latin America and the Caribbean,EFConsPerCap,2.5704161577597264
1993,Latin America and the Caribbean,BiocapPerCap,6.810839212487857
1993,Latin America and the Caribbean,EFConsPerCap,2.5633682693798474
1994,Latin America and the Caribbean,BiocapPerCap,6.694971332850543
1994,Latin America and the Caribbean,EFConsPerCap,2.6366644033251907
1995,Latin America and the Caribbean,BiocapPerCap,6.588177878611775
1995,Latin America and the Caribbean,EFConsPerCap,2.6533322604569576
1996,Latin America and the Caribbean,BiocapPerCap,6.472510957233201
1996,Latin America and the Caribbean,EFConsPerCap,2.747732454911582
1997,Latin America and the Caribbean,BiocapPerCap,6.382764895605575
1997,Latin America and the Caribbean,EFConsPerCap,2.7128200262404363
1998,Latin America and the Caribbean,BiocapPerCap,6.302352632101524
1998,Latin America and the Caribbean,EFConsPerCap,2.7050195716380285
1999,Latin America and the Caribbean,BiocapPerCap,6.207343850154928
1999,Latin America and the Caribbean,EFConsPerCap,2.8422345764745787
2000,Latin America and the Caribbean,BiocapPerCap,6.113598065854156
2000,Latin America and the Caribbean,EFConsPerCap,2.670777150071572
2001,Latin America and the Caribbean,BiocapPerCap,6.040738047592161
2001,Latin America and the Caribbean,EFConsPerCap,2.705748780726476
2002,Latin America and the Caribbean,BiocapPerCap,5.962962287205344
2002,Latin America and the Caribbean,EFConsPerCap,2.6510949816818883
2003,Latin America and the Caribbean,BiocapPerCap,5.9021793691922735
2003,Latin America and the Caribbean,EFConsPerCap,2.6094578394481847
2004,Latin America and the Caribbean,BiocapPerCap,5.823701121331908
2004,Latin America and the Caribbean,EFConsPerCap,2.511337740636482
2005,Latin America and the Caribbean,BiocapPerCap,5.705475413212723
2005,Latin America and the Caribbean,EFConsPerCap,2.5522263644553025
2006,Latin America and the Caribbean,BiocapPerCap,5.63960770880712
2006,Latin America and the Caribbean,EFConsPerCap,2.6001805490302834
2007,Latin America and the Caribbean,BiocapPerCap,5.5986992369881605
2007,Latin America and the Caribbean,EFConsPerCap,2.6751055225536966
2008,Latin America and the Caribbean,BiocapPerCap,5.561994101656358
2008,Latin America and the Caribbean,EFConsPerCap,2.796850597081046
2009,Latin America and the Caribbean,BiocapPerCap,5.396495725174257
2009,Latin America and the Caribbean,EFConsPerCap,2.619473002957327
2010,Latin America and the Caribbean,BiocapPerCap,5.391889985097403
2010,Latin America and the Caribbean,EFConsPerCap,2.8192921913584117
2011,Latin America and the Caribbean,BiocapPerCap,5.344638304870289
2011,Latin America and the Caribbean,EFConsPerCap,2.7877741079343568
2012,Latin America and the Caribbean,BiocapPerCap,5.256326120148909
2012,Latin America and the Caribbean,EFConsPerCap,2.7867172253850097
2013,Latin America and the Caribbean,BiocapPerCap,5.2393112682889695
2013,Latin America and the Caribbean,EFConsPerCap,2.7533010538979705
2014,Latin America and the Caribbean,BiocapPerCap,5.1896337095639815
2014,Latin America and the Caribbean,EFConsPerCap,2.7330666562751174
2015,Latin America and the Caribbean,BiocapPerCap,5.152491710769642
2015,Latin America and the Caribbean,EFConsPerCap,2.6599626630823514
2016,Latin America and the Caribbean,BiocapPerCap,5.063391153815624
2016,Latin America and the Caribbean,EFConsPerCap,2.587730539789612
1961,Middle Africa,BiocapPerCap,14.038868846925617
1961,Middle Africa,EFConsPerCap,1.1206400715064442
1962,Middle Africa,BiocapPerCap,13.728243029136484
1962,Middle Africa,EFConsPerCap,1.1228456380242429
1963,Middle Africa,BiocapPerCap,13.402740554691553
1963,Middle Africa,EFConsPerCap,1.1377811734894694
1964,Middle Africa,BiocapPerCap,13.077225238477665
1964,Middle Africa,EFConsPerCap,1.120496079801934
1965,Middle Africa,BiocapPerCap,12.759140598106162
1965,Middle Africa,EFConsPerCap,1.1271532099513506
1966,Middle Africa,BiocapPerCap,12.48478195870165
1966,Middle Africa,EFConsPerCap,1.157814154567142
1967,Middle Africa,BiocapPerCap,12.178491064503527
1967,Middle Africa,EFConsPerCap,1.1586556017002858
1968,Middle Africa,BiocapPerCap,11.876232978876471
1968,Middle Africa,EFConsPerCap,1.1825675197461196
1969,Middle Africa,BiocapPerCap,11.550185527861915
1969,Middle Africa,EFConsPerCap,1.1855044241167838
1970,Middle Africa,BiocapPerCap,11.270106399407856
1970,Middle Africa,EFConsPerCap,1.225731977681815
1971,Middle Africa,BiocapPerCap,10.979073970278227
1971,Middle Africa,EFConsPerCap,1.216890769594248
1972,Middle Africa,BiocapPerCap,10.703117573710903
1972,Middle Africa,EFConsPerCap,1.2282629840402874
1973,Middle Africa,BiocapPerCap,10.437506291096971
1973,Middle Africa,EFConsPerCap,1.1814085824004374
1974,Middle Africa,BiocapPerCap,10.155277064833346
1974,Middle Africa,EFConsPerCap,1.1469987067589762
1975,Middle Africa,BiocapPerCap,9.87725788252564
1975,Middle Africa,EFConsPerCap,1.1174715883237172
1976,Middle Africa,BiocapPerCap,9.605515126200244
1976,Middle Africa,EFConsPerCap,1.0969889205919832
1977,Middle Africa,BiocapPerCap,9.340275721703245
1977,Middle Africa,EFConsPerCap,1.1145662420983626
1978,Middle Africa,BiocapPerCap,9.069844880437492
1978,Middle Africa,EFConsPerCap,1.1117923204069662
1979,Middle Africa,BiocapPerCap,8.819850787873877
1979,Middle Africa,EFConsPerCap,1.1210649578990686
1980,Middle Africa,BiocapPerCap,8.545758645028762
1980,Middle Africa,EFConsPerCap,1.119606885212329
1981,Middle Africa,BiocapPerCap,8.298729137117702
1981,Middle Africa,EFConsPerCap,1.1211092185624068
1982,Middle Africa,BiocapPerCap,7.888622693053622
1982,Middle Africa,EFConsPerCap,1.1324134244146906
1983,Middle Africa,BiocapPerCap,7.665340183342326
1983,Middle Africa,EFConsPerCap,1.1226350510385104
1984,Middle Africa,BiocapPerCap,7.4456056668398665
1984,Middle Africa,EFConsPerCap,1.0973098650670952
1985,Middle Africa,BiocapPerCap,7.234696702683834
1985,Middle Africa,EFConsPerCap,1.1234321234817688
1986,Middle Africa,BiocapPerCap,7.03153799787665
1986,Middle Africa,EFConsPerCap,1.1204259761477091
1987,Middle Africa,BiocapPerCap,6.824826854992901
1987,Middle Africa,EFConsPerCap,1.0811656336995121
1988,Middle Africa,BiocapPerCap,6.636788122537759
1988,Middle Africa,EFConsPerCap,1.067171975827306
1989,Middle Africa,BiocapPerCap,6.450843058537956
1989,Middle Africa,EFConsPerCap,1.0528140018166106
1990,Middle Africa,BiocapPerCap,6.254459387308168
1990,Middle Africa,EFConsPerCap,1.044896735201114
1991,Middle Africa,BiocapPerCap,6.049308634698675
1991,Middle Africa,EFConsPerCap,1.0333562579048623
1992,Middle Africa,BiocapPerCap,5.911516484348856
1992,Middle Africa,EFConsPerCap,1.0515738405775104
1993,Middle Africa,BiocapPerCap,5.6965340531333695
1993,Middle Africa,EFConsPerCap,1.040594557986512
1994,Middle Africa,BiocapPerCap,5.531920728673395
1994,Middle Africa,EFConsPerCap,1.036874070877283
1995,Middle Africa,BiocapPerCap,5.3274756052977965
1995,Middle Africa,EFConsPerCap,0.9986915653383638
1996,Middle Africa,BiocapPerCap,5.195618886300702
1996,Middle Africa,EFConsPerCap,0.9892507219273968
1997,Middle Africa,BiocapPerCap,5.051802730576304
1997,Middle Africa,EFConsPerCap,0.9872320100094248
1998,Middle Africa,BiocapPerCap,4.947794229748651
1998,Middle Africa,EFConsPerCap,1.0122567378980831
1999,Middle Africa,BiocapPerCap,4.805288971247227
1999,Middle Africa,EFConsPerCap,0.9742351506569692
2000,Middle Africa,BiocapPerCap,4.669577343939787
2000,Middle Africa,EFConsPerCap,0.9667886204055808
2001,Middle Africa,BiocapPerCap,4.540087473377689
2001,Middle Africa,EFConsPerCap,0.9799383402118396
2002,Middle Africa,BiocapPerCap,4.404115540913141
2002,Middle Africa,EFConsPerCap,0.9779089036858052
2003,Middle Africa,BiocapPerCap,4.255434218814964
2003,Middle Africa,EFConsPerCap,0.9948405319986824
2004,Middle Africa,BiocapPerCap,4.1219021442678585
2004,Middle Africa,EFConsPerCap,0.989819473907062
2005,Middle Africa,BiocapPerCap,3.99208490070053
2005,Middle Africa,EFConsPerCap,0.9745397475641512
2006,Middle Africa,BiocapPerCap,3.8693360439783238
2006,Middle Africa,EFConsPerCap,0.9856736941314792
2007,Middle Africa,BiocapPerCap,3.7510720056021256
2007,Middle Africa,EFConsPerCap,0.9950332471401298
2008,Middle Africa,BiocapPerCap,3.6325993209066634
2008,Middle Africa,EFConsPerCap,1.0082906201508748
2009,Middle Africa,BiocapPerCap,3.5247466799001392
2009,Middle Africa,EFConsPerCap,1.0461580259521217
2010,Middle Africa,BiocapPerCap,3.444726387469238
2010,Middle Africa,EFConsPerCap,1.017643942959294
2011,Middle Africa,BiocapPerCap,3.3164341742781893
2011,Middle Africa,EFConsPerCap,1.0132454546287135
2012,Middle Africa,BiocapPerCap,3.215715531519339
2012,Middle Africa,EFConsPerCap,1.0389601866152685
2013,Middle Africa,BiocapPerCap,3.135980049338248
2013,Middle Africa,EFConsPerCap,1.093995854092209
2014,Middle Africa,BiocapPerCap,3.0221522201736573
2014,Middle Africa,EFConsPerCap,1.1646241453963475
2015,Middle Africa,BiocapPerCap,2.929562744629253
2015,Middle Africa,EFConsPerCap,1.0190302184675362
2016,Middle Africa,BiocapPerCap,2.8509402068821577
2016,Middle Africa,EFConsPerCap,0.9863346004699058
1961,North America,BiocapPerCap,6.930102169597801
1961,North America,EFConsPerCap,7.992622123654277
1962,North America,BiocapPerCap,6.870298329793535
1962,North America,EFConsPerCap,8.268249149999496
1963,North America,BiocapPerCap,6.85740637490225
1963,North America,EFConsPerCap,8.527055229112294
1964,North America,BiocapPerCap,6.653360710584171
1964,North America,EFConsPerCap,8.541538944065536
1965,North America,BiocapPerCap,6.714365040600742
1965,North America,EFConsPerCap,8.971047798022216
1966,North America,BiocapPerCap,6.641915183078599
1966,North America,EFConsPerCap,9.261869240494626
1967,North America,BiocapPerCap,6.592902774341903
1967,North America,EFConsPerCap,9.460123625890434
1968,North America,BiocapPerCap,6.571068079733897
1968,North America,EFConsPerCap,9.897154419795923
1969,North America,BiocapPerCap,6.515630107897308
1969,North America,EFConsPerCap,10.163591965763542
1970,North America,BiocapPerCap,6.359869260985995
1970,North America,EFConsPerCap,10.257991816834688
1971,North America,BiocapPerCap,6.476813228006513
1971,North America,EFConsPerCap,10.544891964790684
1972,North America,BiocapPerCap,6.359524896413458
1972,North America,EFConsPerCap,10.742376335619918
1973,North America,BiocapPerCap,6.3549032547686695
1973,North America,EFConsPerCap,11.002446480096037
1974,North America,BiocapPerCap,6.1143800120112415
1974,North America,EFConsPerCap,10.429149620901054
1975,North America,BiocapPerCap,6.246361739498208
1975,North America,EFConsPerCap,9.978794560608437
1976,North America,BiocapPerCap,6.164962803890173
1976,North America,EFConsPerCap,10.560693002011297
1977,North America,BiocapPerCap,6.190948840664772
1977,North America,EFConsPerCap,10.839573224387703
1978,North America,BiocapPerCap,6.145779685979103
1978,North America,EFConsPerCap,10.743868089176106
1979,North America,BiocapPerCap,6.185529594767227
1979,North America,EFConsPerCap,10.836972880399468
1980,North America,BiocapPerCap,5.968018929337284
1980,North America,EFConsPerCap,9.827198288333042
1981,North America,BiocapPerCap,6.1468118361865525
1981,North America,EFConsPerCap,9.693865201357964
1982,North America,BiocapPerCap,6.147279308001716
1982,North America,EFConsPerCap,9.221725388586528
1983,North America,BiocapPerCap,5.659387248679919
1983,North America,EFConsPerCap,8.815109783451053
1984,North America,BiocapPerCap,5.9063347235876735
1984,North America,EFConsPerCap,9.566035404415027
1985,North America,BiocapPerCap,5.9393596910087885
1985,North America,EFConsPerCap,9.825695391702297
1986,North America,BiocapPerCap,5.837622146068284
1986,North America,EFConsPerCap,9.77310797799054
1987,North America,BiocapPerCap,5.71235444447517
1987,North America,EFConsPerCap,9.757764444585524
1988,North America,BiocapPerCap,5.329689834346787
1988,North America,EFConsPerCap,9.593162016393052
1989,North America,BiocapPerCap,5.556687278919563
1989,North America,EFConsPerCap,9.907765143645006
1990,North America,BiocapPerCap,5.6762031329608575
1990,North America,EFConsPerCap,9.783932835461144
1991,North America,BiocapPerCap,5.513852835846253
1991,North America,EFConsPerCap,9.340542057805154
1992,North America,BiocapPerCap,5.660538678689284
1992,North America,EFConsPerCap,9.65238704169669
1993,North America,BiocapPerCap,5.3896123799205755
1993,North America,EFConsPerCap,9.535053901701552
1994,North America,BiocapPerCap,5.611880601124716
1994,North America,EFConsPerCap,9.941189860903297
1995,North America,BiocapPerCap,5.3360873367302135
1995,North America,EFConsPerCap,9.514610522051573
1996,North America,BiocapPerCap,5.438230871142131
1996,North America,EFConsPerCap,9.893927769535614
1997,North America,BiocapPerCap,5.3955606836956465
1997,North America,EFConsPerCap,10.228897034016688
1998,North America,BiocapPerCap,5.3755707762670895
1998,North America,EFConsPerCap,10.285173842901333
1999,North America,BiocapPerCap,5.31091052695199
1999,North America,EFConsPerCap,10.13803926243164
2000,North America,BiocapPerCap,5.265534648260634
2000,North America,EFConsPerCap,10.140804140752186
2001,North America,BiocapPerCap,5.106461733840542
2001,North America,EFConsPerCap,9.901538912842005
2002,North America,BiocapPerCap,4.939926756682356
2002,North America,EFConsPerCap,9.675384325339662
2003,North America,BiocapPerCap,5.04434794762232
2003,North America,EFConsPerCap,9.837124580900504
2004,North America,BiocapPerCap,5.1324180086567095
2004,North America,EFConsPerCap,10.250244738093578
2005,North America,BiocapPerCap,5.024717705074437
2005,North America,EFConsPerCap,10.273650570482012
2006,North America,BiocapPerCap,4.914666288532579
2006,North America,EFConsPerCap,10.011860791629763
2007,North America,BiocapPerCap,4.9322485387576345
2007,North America,EFConsPerCap,9.828549391892043
2008,North America,BiocapPerCap,4.968948955462476
2008,North America,EFConsPerCap,9.331845927836182
2009,North America,BiocapPerCap,4.973168828789047
2009,North America,EFConsPerCap,8.545439177357661
2010,North America,BiocapPerCap,4.860286923493702
2010,North America,EFConsPerCap,8.87947670325061
2011,North America,BiocapPerCap,4.73349321105363
2011,North America,EFConsPerCap,8.495649031950506
2012,North America,BiocapPerCap,4.735683529728863
2012,North America,EFConsPerCap,8.165754351836393
2013,North America,BiocapPerCap,4.831110019246909
2013,North America,EFConsPerCap,8.419997873539236
2014,North America,BiocapPerCap,4.79484552037999
2014,North America,EFConsPerCap,8.268765260347918
2015,North America,BiocapPerCap,4.770699035486159
2015,North America,EFConsPerCap,8.131144654396419
2016,North America,BiocapPerCap,4.833965341097256
2016,North America,EFConsPerCap,8.068842923221341
1961,Northern Africa,BiocapPerCap,1.9563491017517296
1961,Northern Africa,EFConsPerCap,0.9662158954068985
1962,Northern Africa,BiocapPerCap,2.0067186607133345
1962,Northern Africa,EFConsPerCap,1.0467975975598875
1963,Northern Africa,BiocapPerCap,1.9725311102687821
1963,Northern Africa,EFConsPerCap,1.0579896349152755
1964,Northern Africa,BiocapPerCap,1.882923302930112
1964,Northern Africa,EFConsPerCap,1.045588182974441
1965,Northern Africa,BiocapPerCap,1.8418787436923985
1965,Northern Africa,EFConsPerCap,1.0668126601813483
1966,Northern Africa,BiocapPerCap,1.7407465349159659
1966,Northern Africa,EFConsPerCap,1.02847039217581
1967,Northern Africa,BiocapPerCap,1.7497715690318925
1967,Northern Africa,EFConsPerCap,1.061025620458662
1968,Northern Africa,BiocapPerCap,1.7598943560221256
1968,Northern Africa,EFConsPerCap,1.1036454176788817
1969,Northern Africa,BiocapPerCap,1.6874952995137578
1969,Northern Africa,EFConsPerCap,1.015326216336773
1970,Northern Africa,BiocapPerCap,1.67293838621246
1970,Northern Africa,EFConsPerCap,1.048845071203859
1971,Northern Africa,BiocapPerCap,1.6561961807541743
1971,Northern Africa,EFConsPerCap,1.1119810450636898
1972,Northern Africa,BiocapPerCap,1.635180612982935
1972,Northern Africa,EFConsPerCap,1.116566840215253
1973,Northern Africa,BiocapPerCap,1.5434519077148676
1973,Northern Africa,EFConsPerCap,1.0576195670412538
1974,Northern Africa,BiocapPerCap,1.5390338200183311
1974,Northern Africa,EFConsPerCap,1.1856743032321728
1975,Northern Africa,BiocapPerCap,1.5100293632739703
1975,Northern Africa,EFConsPerCap,1.2656245913878514
1976,Northern Africa,BiocapPerCap,1.487040289256598
1976,Northern Africa,EFConsPerCap,1.2515959226009523
1977,Northern Africa,BiocapPerCap,1.3886142478008934
1977,Northern Africa,EFConsPerCap,1.2468692180971717
1978,Northern Africa,BiocapPerCap,1.394893313015363
1978,Northern Africa,EFConsPerCap,1.3158113241555198
1979,Northern Africa,BiocapPerCap,1.3535273618254813
1979,Northern Africa,EFConsPerCap,1.3204238374009258
1980,Northern Africa,BiocapPerCap,1.3363485254059353
1980,Northern Africa,EFConsPerCap,1.4020254715108291
1981,Northern Africa,BiocapPerCap,1.2688590985751809
1981,Northern Africa,EFConsPerCap,1.4594295516211002
1982,Northern Africa,BiocapPerCap,1.2395190100644409
1982,Northern Africa,EFConsPerCap,1.4337760587958712
1983,Northern Africa,BiocapPerCap,1.199158109212275
1983,Northern Africa,EFConsPerCap,1.4904721315757712
1984,Northern Africa,BiocapPerCap,1.1469919123199024
1984,Northern Africa,EFConsPerCap,1.4973309523641785
1985,Northern Africa,BiocapPerCap,1.1977964486296844
1985,Northern Africa,EFConsPerCap,1.5667638901863086
1986,Northern Africa,BiocapPerCap,1.1888367374577034
1986,Northern Africa,EFConsPerCap,1.5247922203789348
1987,Northern Africa,BiocapPerCap,1.1359605266832118
1987,Northern Africa,EFConsPerCap,1.441763238505924
1988,Northern Africa,BiocapPerCap,1.1468206366456517
1988,Northern Africa,EFConsPerCap,1.4689778725756877
1989,Northern Africa,BiocapPerCap,1.1218150482552818
1989,Northern Africa,EFConsPerCap,1.4892553552784733
1990,Northern Africa,BiocapPerCap,1.1039921948364781
1990,Northern Africa,EFConsPerCap,1.4649921857792465
1991,Northern Africa,BiocapPerCap,1.15876361639446
1991,Northern Africa,EFConsPerCap,1.5225676940392443
1992,Northern Africa,BiocapPerCap,1.10493574165748
1992,Northern Africa,EFConsPerCap,1.5133866445316633
1993,Northern Africa,BiocapPerCap,1.049610618488814
1993,Northern Africa,EFConsPerCap,1.4803875897561678
1994,Northern Africa,BiocapPerCap,1.0813187913094169
1994,Northern Africa,EFConsPerCap,1.5625746360833628
1995,Northern Africa,BiocapPerCap,1.0122907372320438
1995,Northern Africa,EFConsPerCap,1.5344737842564702
1996,Northern Africa,BiocapPerCap,1.135759500974844
1996,Northern Africa,EFConsPerCap,1.6338813558319862
1997,Northern Africa,BiocapPerCap,1.0122188265833276
1997,Northern Africa,EFConsPerCap,1.5587979288336666
1998,Northern Africa,BiocapPerCap,1.052277795254225
1998,Northern Africa,EFConsPerCap,1.6538919957758524
1999,Northern Africa,BiocapPerCap,1.0115584601522132
1999,Northern Africa,EFConsPerCap,1.668647057690436
2000,Northern Africa,BiocapPerCap,0.9645171617151352
2000,Northern Africa,EFConsPerCap,1.643838365678746
2001,Northern Africa,BiocapPerCap,0.9906195904915748
2001,Northern Africa,EFConsPerCap,1.6869536206081177
2002,Northern Africa,BiocapPerCap,0.9704316122248728
2002,Northern Africa,EFConsPerCap,1.6954589188633498
2003,Northern Africa,BiocapPerCap,1.0270655097044692
2003,Northern Africa,EFConsPerCap,1.7272939921839934
2004,Northern Africa,BiocapPerCap,0.9969317558263584
2004,Northern Africa,EFConsPerCap,1.7705900916622153
2005,Northern Africa,BiocapPerCap,0.9655460881292764
2005,Northern Africa,EFConsPerCap,1.8565946328799272
2006,Northern Africa,BiocapPerCap,0.9900918048531379
2006,Northern Africa,EFConsPerCap,1.9125428191686276
2007,Northern Africa,BiocapPerCap,0.9257058086227066
2007,Northern Africa,EFConsPerCap,1.9009493757797795
2008,Northern Africa,BiocapPerCap,0.9126922301763399
2008,Northern Africa,EFConsPerCap,1.9335929476243063
2009,Northern Africa,BiocapPerCap,0.8834915679643969
2009,Northern Africa,EFConsPerCap,1.8944532412348527
2010,Northern Africa,BiocapPerCap,0.8075914064736451
2010,Northern Africa,EFConsPerCap,1.9359206331408945
2011,Northern Africa,BiocapPerCap,0.7454269319347185
2011,Northern Africa,EFConsPerCap,1.8413114559855102
2012,Northern Africa,BiocapPerCap,0.7320124262759915
2012,Northern Africa,EFConsPerCap,1.8969545037524196
2013,Northern Africa,BiocapPerCap,0.7620912158721775
2013,Northern Africa,EFConsPerCap,1.9341494093229452
2014,Northern Africa,BiocapPerCap,0.7514547944129429
2014,Northern Africa,EFConsPerCap,1.9645321556945743
2015,Northern Africa,BiocapPerCap,0.7303413991185829
2015,Northern Africa,EFConsPerCap,1.9245553012279266
2016,Northern Africa,BiocapPerCap,0.7044037301984862
2016,Northern Africa,EFConsPerCap,1.8449121598801508
1961,Northern Europe,BiocapPerCap,4.008161606392839
1961,Northern Europe,EFConsPerCap,6.1229763331881015
1962,Northern Europe,BiocapPerCap,3.9888228072304703
1962,Northern Europe,EFConsPerCap,6.225065536897558
1963,Northern Europe,BiocapPerCap,3.954323049583687
1963,Northern Europe,EFConsPerCap,6.31240208714204
1964,Northern Europe,BiocapPerCap,3.9765579591551967
1964,Northern Europe,EFConsPerCap,6.546249296184901
1965,Northern Europe,BiocapPerCap,3.981054218476978
1965,Northern Europe,EFConsPerCap,6.741649216685557
1966,Northern Europe,BiocapPerCap,3.9212202358106065
1966,Northern Europe,EFConsPerCap,6.675233307159221
1967,Northern Europe,BiocapPerCap,3.9748906510559054
1967,Northern Europe,EFConsPerCap,6.757296278939826
1968,Northern Europe,BiocapPerCap,3.9393094752805387
1968,Northern Europe,EFConsPerCap,6.744580784956457
1969,Northern Europe,BiocapPerCap,3.919210260019976
1969,Northern Europe,EFConsPerCap,6.9445151266232195
1970,Northern Europe,BiocapPerCap,3.928297279790337
1970,Northern Europe,EFConsPerCap,7.288879864127902
1971,Northern Europe,BiocapPerCap,3.946039252035469
1971,Northern Europe,EFConsPerCap,7.198242022590188
1972,Northern Europe,BiocapPerCap,3.938727577339988
1972,Northern Europe,EFConsPerCap,7.051172344821046
1973,Northern Europe,BiocapPerCap,3.916615119307834
1973,Northern Europe,EFConsPerCap,7.165516178807933
1974,Northern Europe,BiocapPerCap,3.959605487703023
1974,Northern Europe,EFConsPerCap,6.9236653072970045
1975,Northern Europe,BiocapPerCap,3.87193429669184
1975,Northern Europe,EFConsPerCap,6.585434677141183
1976,Northern Europe,BiocapPerCap,3.84894048900166
1976,Northern Europe,EFConsPerCap,6.846141280592907
1977,Northern Europe,BiocapPerCap,3.9384358213228254
1977,Northern Europe,EFConsPerCap,6.6895959611680444
1978,Northern Europe,BiocapPerCap,3.930933305997181
1978,Northern Europe,EFConsPerCap,6.514928275820331
1979,Northern Europe,BiocapPerCap,3.9509312900152502
1979,Northern Europe,EFConsPerCap,6.866464249989472
1980,Northern Europe,BiocapPerCap,3.959908353690449
1980,Northern Europe,EFConsPerCap,6.369303619814861
1981,Northern Europe,BiocapPerCap,3.9498828208916152
1981,Northern Europe,EFConsPerCap,6.150697818531468
1982,Northern Europe,BiocapPerCap,4.032273379388497
1982,Northern Europe,EFConsPerCap,6.04977260904088
1983,Northern Europe,BiocapPerCap,3.9608958679468413
1983,Northern Europe,EFConsPerCap,5.782211182618051
1984,Northern Europe,BiocapPerCap,4.124616496777547
1984,Northern Europe,EFConsPerCap,5.8641866362890145
1985,Northern Europe,BiocapPerCap,4.004115082879239
1985,Northern Europe,EFConsPerCap,5.949261380807098
1986,Northern Europe,BiocapPerCap,4.011210607533534
1986,Northern Europe,EFConsPerCap,6.166202062826224
1987,Northern Europe,BiocapPerCap,3.9325911528321824
1987,Northern Europe,EFConsPerCap,6.264612985390367
1988,Northern Europe,BiocapPerCap,3.9203918322513536
1988,Northern Europe,EFConsPerCap,6.473246656233659
1989,Northern Europe,BiocapPerCap,3.971842928795706
1989,Northern Europe,EFConsPerCap,6.426431689225612
1990,Northern Europe,BiocapPerCap,3.9998799101935267
1990,Northern Europe,EFConsPerCap,6.1661276941314505
1991,Northern Europe,BiocapPerCap,3.940939901721977
1991,Northern Europe,EFConsPerCap,5.965851716851198
1992,Northern Europe,BiocapPerCap,3.9112133369562834
1992,Northern Europe,EFConsPerCap,5.9444387137872745
1993,Northern Europe,BiocapPerCap,3.91644535389126
1993,Northern Europe,EFConsPerCap,5.678325638808564
1994,Northern Europe,BiocapPerCap,3.90174924346846
1994,Northern Europe,EFConsPerCap,5.830066022146106
1995,Northern Europe,BiocapPerCap,3.9065637878804633
1995,Northern Europe,EFConsPerCap,5.862194663290019
1996,Northern Europe,BiocapPerCap,3.9899565726074697
1996,Northern Europe,EFConsPerCap,5.952138842842452
1997,Northern Europe,BiocapPerCap,3.963603776564435
1997,Northern Europe,EFConsPerCap,5.803004099330555
1998,Northern Europe,BiocapPerCap,3.943866604006636
1998,Northern Europe,EFConsPerCap,5.899270765596732
1999,Northern Europe,BiocapPerCap,3.9081045433150456
1999,Northern Europe,EFConsPerCap,5.786038438984824
2000,Northern Europe,BiocapPerCap,3.950970559830393
2000,Northern Europe,EFConsPerCap,6.085121784219268
2001,Northern Europe,BiocapPerCap,3.849038350131372
2001,Northern Europe,EFConsPerCap,6.3892373840681795
2002,Northern Europe,BiocapPerCap,3.9054097870646896
2002,Northern Europe,EFConsPerCap,6.279924072301013
2003,Northern Europe,BiocapPerCap,3.887300104941275
2003,Northern Europe,EFConsPerCap,6.331952202903915
2004,Northern Europe,BiocapPerCap,3.8372497205386686
2004,Northern Europe,EFConsPerCap,6.413845781308643
2005,Northern Europe,BiocapPerCap,3.8120415278146385
2005,Northern Europe,EFConsPerCap,6.6413105139665465
2006,Northern Europe,BiocapPerCap,3.7297338223547856
2006,Northern Europe,EFConsPerCap,6.424191301992992
2007,Northern Europe,BiocapPerCap,3.7287749332903815
2007,Northern Europe,EFConsPerCap,6.578532596835685
2008,Northern Europe,BiocapPerCap,3.749598259631205
2008,Northern Europe,EFConsPerCap,6.265967443433558
2009,Northern Europe,BiocapPerCap,3.700258087086013
2009,Northern Europe,EFConsPerCap,5.894766381280713
2010,Northern Europe,BiocapPerCap,3.6358152249001794
2010,Northern Europe,EFConsPerCap,5.7270278011365745
2011,Northern Europe,BiocapPerCap,3.6037965718051774
2011,Northern Europe,EFConsPerCap,5.442520162732531
2012,Northern Europe,BiocapPerCap,3.569172719079518
