Year,Country,Cropland,Grazing,Forest,Fishing,Builtup,Carbon
1980,North America,1.4747582955337717,0.3925859365695405,3.128427408591888,0.9222628326480912,0.049984455993977515,0.0
1981,North America,1.6944263261843986,0.3881871341327024,3.091012165294773,0.9152885414967488,0.05789766907792963,0.0
1982,North America,1.7404757054172195,0.3878226515456129,3.0571980928352067,0.9017318154996716,0.060051042704003875,0.0
1983,North America,1.3145760820895631,0.3834109559843712,3.0253627653537083,0.8910040857567922,0.045033359495479326,0.0
1984,North America,1.6039622141919216,0.37751520377268666,2.9910620373062216,0.8768446268828524,0.05695064143397537,0.0
1985,North America,1.6883439817017918,0.3721385375170448,2.9548083003201513,0.8638999156066208,0.0601689558631985,0.0
1986,North America,1.6066334479307034,0.3661746975427301,2.9586173600445402,0.8496108350376487,0.05658580551265395,0.0
1987,North America,1.5319155701681035,0.3590449383073085,2.9258125076417847,0.8403336499772871,0.05524777838070448,0.0
1988,North America,1.1984969871958944,0.35492557515123,2.9018303163799417,0.8303953712985019,0.044041584321223036,0.0
1989,North America,1.4441144664374768,0.35113885204116674,2.886659558100836,0.821251613531936,0.05352278880813987,0.0
1990,North America,1.5872613190441,0.34842971680575024,2.866690625991422,0.8146403848688378,0.05918108625074942,0.0
1991,North America,1.4675457261228002,0.3445889024580496,2.8414129250936813,0.805376789713028,0.05492849245868445,0.0
1992,North America,1.5987096490348789,0.3440640858671274,2.8509790381613636,0.8047410143682825,0.062044891257648664,0.0
1993,North America,1.3788463388699612,0.33887069208285103,2.8221896822292503,0.7966953588188825,0.053010307919644235,0.0
1994,North America,1.6296236360977705,0.3333159248339373,2.7974871394478837,0.7868721430856586,0.06458175765944746,0.0
1995,North America,1.409766608133053,0.3274213048903173,2.7673248562087767,0.7759447303023824,0.05562983719567875,0.0
1996,North America,1.5449156131204045,0.3216118202735577,2.7429992874564046,0.7659755559886559,0.06272859430309974,0.0
1997,North America,1.5476202253433518,0.31718125157999993,2.709390592758313,0.7565377230626162,0.06483089095137308,0.0
1998,North America,1.5700583205480727,0.3137840993285998,2.6778764239411545,0.7474852021017834,0.06636673034746443,0.0
1999,North America,1.5502306846157092,0.31053830122335185,2.644985569576151,0.7389957928972687,0.0661601786395183,0.0
2000,North America,1.5428582135603923,0.3080188737624694,2.6158375166008305,0.7318369070171918,0.06698313731973139,0.0
2001,North America,1.423167237671653,0.3059134920711156,2.588321209777364,0.7256700748212649,0.06338971949913409,0.0
2002,North America,1.283373660438626,0.3079026269304702,2.569117210857216,0.7189969637187745,0.06053629473727961,0.0
2003,North America,1.4304643491906417,0.3013795878993129,2.5377121016333373,0.7093984847603114,0.06539342413871747,0.0
2004,North America,1.5433005016163377,0.29991350542265754,2.513747008372211,0.7019580140247023,0.0734989792208079,0.0
2005,North America,1.4747984436570758,0.29779741686960265,2.4889295923581787,0.6923673603225606,0.07082489186702075,0.0
2006,North America,1.3898359396082367,0.29627248220782537,2.474646525251448,0.6846001932922131,0.06931114817285318,0.0
2007,North America,1.4433852854544795,0.29070878881087664,2.450155583565293,0.6773824492361887,0.07061643169081289,0.0
2008,North America,1.4778807273357257,0.29326751964499265,2.42747130876744,0.6961909521117929,0.07413844760252164,0.0
2009,North America,1.5105645149702651,0.29168228861188245,2.398769398518368,0.6930092481851658,0.07914337850336252,0.0
2010,North America,1.4266658301675763,0.2883258833310215,2.383852041911452,0.685125681620889,0.07631748646275949,0.0
2011,North America,1.3367287884859935,0.284537189929665,2.3627349039627137,0.6760517574034852,0.07344057127177467,0.0
